Date,year,Address,City,Inc. #,Responsetime,address_geo,lat,long
2013-12-18,2013,1426 HILLSIDE NW,Cedar Rapids,1309756,6.32,"1426 HILLSIDE NW, Cedar Rapids, Iowa",41.987719,-91.713797
2013-12-24,2013,526 GREEN VALLEY SE,Cedar Rapids,1309961,6.19,"526 GREEN VALLEY SE, Cedar Rapids, Iowa",41.980807,-91.6000059
2014-01-05,2014,315 23RD NE,Cedar Rapids,1400150,4.2,"315 23RD NE, Cedar Rapids, Iowa",41.999501,-91.6401999
2014-01-06,2014,645 37TH NE,Cedar Rapids,1400155,6.27,"645 37TH NE, Cedar Rapids, Iowa",42.015222,-91.6427159
2014-01-14,2014,142 14th SW,Cedar Rapids,1400422,6.43,"142 14th SW, Cedar Rapids, Iowa",41.965105,-91.664503
2014-01-17,2014,1600 3rd SE,Cedar Rapids,1400505,2.24,"1600 3rd SE, Cedar Rapids, Iowa",41.9882739,-91.647766
2014-01-19,2014,2508 WILLOW SW,Cedar Rapids,1400540,4.24,"2508 WILLOW SW, Cedar Rapids, Iowa",41.959057,-91.706508
2014-01-27,2014,1200 3RD SE,Cedar Rapids,1400758,3.02,"1200 3RD SE, Cedar Rapids, Iowa",41.983568,-91.656209
2014-01-27,2014,1825 WHISPERING PINES SW,Cedar Rapids,1400765,8.26,"1825 WHISPERING PINES SW, Cedar Rapids, Iowa",41.959767,-91.705411
2014-01-28,2014,124 34TH ST SE,Cedar Rapids,1400782,4,"124 34TH ST SE, Cedar Rapids, Iowa",41.9929798,-91.6186945
2014-01-29,2014,2501 KENWAY SW,Cedar Rapids,1400826,8.18,"2501 KENWAY SW, Cedar Rapids, Iowa",41.935023,-91.630985
2014-02-08,2014,5560 6TH SW,Cedar Rapids,1401122,4.08,"5560 6TH SW, Cedar Rapids, Iowa",41.923874,-91.677552
2014-02-09,2014,356 EAST POST SE,Cedar Rapids,1401132,6.5,"356 EAST POST SE, Cedar Rapids, Iowa",41.984733,-91.603998
2014-02-11,2014,1817 GARRY NW,Cedar Rapids,1401196,6.26,"1817 GARRY NW, Cedar Rapids, Iowa",41.989776,-91.697866
2014-02-12,2014,7004 WILTON NE,Cedar Rapids,1401223,7.45,"7004 WILTON NE, Cedar Rapids, Iowa",42.0490009,-91.637399
2014-02-16,2014,1401 K SW,Cedar Rapids,1401350,4.5,"1401 K SW, Cedar Rapids, Iowa",41.963691,-91.66825
2014-02-28,2014,1117 DOVER NE,Cedar Rapids,1401700,7.22,"1117 DOVER NE, Cedar Rapids, Iowa",42.023389,-91.651623
2014-03-07,2014,7133 HIGH POINT NE,Cedar Rapids,1401889,11.34,"7133 HIGH POINT NE, Cedar Rapids, Iowa",42.040134,-91.749267
2014-03-09,2014,1905 WASHINGTON SE,Cedar Rapids,1401952,4.41,"1905 WASHINGTON SE, Cedar Rapids, Iowa",41.985321,-91.642493
2014-03-13,2014,? L AVE NW NW,Cedar Rapids,1402050,5.37,"? L AVE NW NW, Cedar Rapids, Iowa",41.98536,-91.6827134
2014-03-15,2014,4028 WATER POINT SW,Cedar Rapids,1402115,9.27,"4028 WATER POINT SW, Cedar Rapids, Iowa",41.939483,-91.758753
2014-03-20,2014,217 8TH SW,Cedar Rapids,1402235,4.27,"217 8TH SW, Cedar Rapids, Iowa",41.9694331,-91.6704213
2014-03-20,2014,5443 GORDON NW,Cedar Rapids,1402242,4.23,"5443 GORDON NW, Cedar Rapids, Iowa",41.971421,-91.741801
2014-03-28,2014,2235 C SW,Cedar Rapids,1402425,4.45,"2235 C SW, Cedar Rapids, Iowa",41.958388,-91.650563
2014-03-31,2014,145 17th SW,Cedar Rapids,1402529,7.3,"145 17th SW, Cedar Rapids, Iowa",41.9620868,-91.6625204
2014-04-01,2014,1021 3RD SE,Cedar Rapids,1402571,4.19,"1021 3RD SE, Cedar Rapids, Iowa",41.9825215,-91.6573402
2014-04-02,2014,4394 MT VERNON SE,Cedar Rapids,1402602,5.16,"4394 MT VERNON SE, Cedar Rapids, Iowa",41.9773182,-91.6001788
2014-04-03,2014,3023 G NE,Cedar Rapids,1402630,8.15,"3023 G NE, Cedar Rapids, Iowa",42.009059,-91.644977
2014-04-04,2014,523 9TH SW,Cedar Rapids,1402656,1.58,"523 9TH SW, Cedar Rapids, Iowa",41.969864,-91.680805
2014-04-04,2014,1008 DOVER NE,Cedar Rapids,1402664,6.51,"1008 DOVER NE, Cedar Rapids, Iowa",42.023822,-91.650352
2014-04-06,2014,3937 CENTER POINT NE,Cedar Rapids,1402714,4.59,"3937 CENTER POINT NE, Cedar Rapids, Iowa",42.0196182,-91.66554
2014-04-08,2014,1105 C NW,Cedar Rapids,1402767,5.23,"1105 C NW, Cedar Rapids, Iowa",41.975653,-91.687262
2014-04-10,2014,815 31ST SW,Cedar Rapids,1402812,5.18,"815 31ST SW, Cedar Rapids, Iowa",41.946638,-91.681299
2014-04-13,2014,1056 32ND NE,Cedar Rapids,1402898,4.13,"1056 32ND NE, Cedar Rapids, Iowa",42.010455,-91.6503649
2014-04-14,2014,1500 OAKLAND NE,Cedar Rapids,1402943,5.55,"1500 OAKLAND NE, Cedar Rapids, Iowa",42.004331,-91.658349
2014-04-19,2014,1129 K NW,Cedar Rapids,1403059,4.31,"1129 K NW, Cedar Rapids, Iowa",41.983533,-91.68822
2014-04-22,2014,3315 AGIN NE,Cedar Rapids,1403145,5.15,"3315 AGIN NE, Cedar Rapids, Iowa",42.034293,-91.6900579
2014-05-06,2014,310 5TH SE,Cedar Rapids,1403545,3.26,"310 5TH SE, Cedar Rapids, Iowa",41.9759389,-91.663465
2014-05-07,2014,924 26TH SE,Cedar Rapids,1403551,4.44,"924 26TH SE, Cedar Rapids, Iowa",41.976162,-91.630278
2014-05-07,2014,3235 OAKLAND NE,Cedar Rapids,1403555,4.57,"3235 OAKLAND NE, Cedar Rapids, Iowa",42.0113027,-91.6597968
2014-05-07,2014,103 AUSTIN SW,Cedar Rapids,1403575,4.31,"103 AUSTIN SW, Cedar Rapids, Iowa",41.9538531,-91.7318444
2014-05-09,2014,2312 B NE,Cedar Rapids,1403612,3.58,"2312 B NE, Cedar Rapids, Iowa",42.000153,-91.639636
2014-05-14,2014,2925 JOHNSON NW,Cedar Rapids,1403746,4.3,"2925 JOHNSON NW, Cedar Rapids, Iowa",41.973051,-91.710226
2014-05-14,2014,57 18TH SW,Cedar Rapids,1403764,5.27,"57 18TH SW, Cedar Rapids, Iowa",41.964363,-91.658834
2014-05-15,2014,1611 PARK TOWNE NE,Cedar Rapids,1403770,6.05,"1611 PARK TOWNE NE, Cedar Rapids, Iowa",42.020172,-91.6608013
2014-05-16,2014,225 29TH ST SE,Cedar Rapids,1403810,7.54,"225 29TH ST SE, Cedar Rapids, Iowa",42.005797,-91.6322069
2014-05-17,2014,1203 M SW,Cedar Rapids,1403849,4.25,"1203 M SW, Cedar Rapids, Iowa",41.965645,-91.672084
2014-05-18,2014,114 ANN SW,Cedar Rapids,1403869,4.49,"114 ANN SW, Cedar Rapids, Iowa",41.9519584,-91.7328244
2014-06-06,2014,2200 WEST POST SW,Cedar Rapids,1404397,4.03,"2200 WEST POST SW, Cedar Rapids, Iowa",41.957737,-91.7409799
2014-06-08,2014,116 15th NE,Cedar Rapids,1404440,3.37,"116 15th NE, Cedar Rapids, Iowa",41.988774,-91.652653
2014-06-16,2014,1444 BEVER SE,Cedar Rapids,1404669,4.02,"1444 BEVER SE, Cedar Rapids, Iowa",41.985044,-91.650972
2014-06-20,2014,4333 EDGEWOOD NE,Cedar Rapids,1404804,9.15,"4333 EDGEWOOD NE, Cedar Rapids, Iowa",42.0235497,-91.7042727
2014-06-28,2014,2300 HALLBROOK SW,Cedar Rapids,1405077,5.1,"2300 HALLBROOK SW, Cedar Rapids, Iowa",41.947251,-91.703311
2014-06-30,2014,231 11 NW,Cedar Rapids,1405198,5.06,"231 11 NW, Cedar Rapids, Iowa",41.9742279,-91.6865229
2014-06-30,2014,4009 WINDFALL NW,Cedar Rapids,1405288,6.08,"4009 WINDFALL NW, Cedar Rapids, Iowa",41.994072,-91.723125
2014-07-04,2014,1612 9TH SW,Cedar Rapids,1405402,6.39,"1612 9TH SW, Cedar Rapids, Iowa",41.968411,-91.6941
2014-07-04,2014,1612 9TH SW,Cedar Rapids,1405402,7.44,"1612 9TH SW, Cedar Rapids, Iowa",41.968411,-91.6941
2014-07-06,2014,8417 BRIGHTON SW,Cedar Rapids,1405468,8.17,"8417 BRIGHTON SW, Cedar Rapids, Iowa",41.89701,-91.659975
2014-07-07,2014,1510 OAK RIDGE SE,Cedar Rapids,1405522,6.05,"1510 OAK RIDGE SE, Cedar Rapids, Iowa",41.97035,-91.6215129
2014-07-09,2014,4713 6TH SW,Cedar Rapids,1405565,2.54,"4713 6TH SW, Cedar Rapids, Iowa",41.932495,-91.675759
2014-07-11,2014,839 CENTER POINT NE,Cedar Rapids,1405626,8.56,"839 CENTER POINT NE, Cedar Rapids, Iowa",41.994038,-91.662939
2014-07-13,2014,1351 HILLSIDE NW,Cedar Rapids,1405708,4.23,"1351 HILLSIDE NW, Cedar Rapids, Iowa",41.986451,-91.712964
2014-07-15,2014,427 ASHTON NE,Cedar Rapids,1405764,3.13,"427 ASHTON NE, Cedar Rapids, Iowa",42.0414176,-91.640987
2014-07-17,2014,3062 PRAIRIE VALLEY SW,Cedar Rapids,1405803,7.25,"3062 PRAIRIE VALLEY SW, Cedar Rapids, Iowa",41.9358265,-91.711506
2014-07-18,2014,551 10TH SW,Cedar Rapids,1405848,3.32,"551 10TH SW, Cedar Rapids, Iowa",41.96916,-91.6822339
2014-07-23,2014,1202 3RD SE,Cedar Rapids,1405969,4.45,"1202 3RD SE, Cedar Rapids, Iowa",41.9833062,-91.6560294
2014-07-23,2014,416 31ST NW,Cedar Rapids,1405993,1.28,"416 31ST NW, Cedar Rapids, Iowa",41.976813,-91.712714
2014-07-29,2014,1861 ELLIS NW,Cedar Rapids,1406165,5.37,"1861 ELLIS NW, Cedar Rapids, Iowa",42.0050512,-91.6977958
2014-08-09,2014,1210 33RD NE,Cedar Rapids,1406418,5.1,"1210 33RD NE, Cedar Rapids, Iowa",42.011467,-91.652922
2014-08-12,2014,423 EDGEWOOD NW,Cedar Rapids,1406502,4.36,"423 EDGEWOOD NW, Cedar Rapids, Iowa",41.9777013,-91.7153528
2014-08-14,2014,3760 12TH SW,Cedar Rapids,1406554,5.15,"3760 12TH SW, Cedar Rapids, Iowa",41.965948,-91.72165
2014-08-18,2014,393 15TH SE,Cedar Rapids,1406679,2.28,"393 15TH SE, Cedar Rapids, Iowa",41.984045,-91.650762
2014-08-27,2014,1544 2ND SE,Cedar Rapids,1406971,3.33,"1544 2ND SE, Cedar Rapids, Iowa",41.988311,-91.650223
2014-08-29,2014,4002 SHERMAN NE,Cedar Rapids,1407013,7.27,"4002 SHERMAN NE, Cedar Rapids, Iowa",42.020617,-91.659555
2014-08-31,2014,416 17TH SE,Cedar Rapids,1407088,4.57,"416 17TH SE, Cedar Rapids, Iowa",41.98303,-91.646153
2014-09-01,2014,226 16TH SE,Cedar Rapids,1407125,5.27,"226 16TH SE, Cedar Rapids, Iowa",41.9882807,-91.6480777
2014-09-06,2014,911 9TH SE,Cedar Rapids,1407286,4.38,"911 9TH SE, Cedar Rapids, Iowa",41.9765749,-91.653419
2014-09-07,2014,911 9TH SE,Cedar Rapids,1407298,5.21,"911 9TH SE, Cedar Rapids, Iowa",41.9765749,-91.653419
2014-09-08,2014,638 MEMORIAL SE,Cedar Rapids,1407327,4.4,"638 MEMORIAL SE, Cedar Rapids, Iowa",41.9793329,-91.62784
2014-09-13,2014,1551 C NE,Cedar Rapids,1407495,4.11,"1551 C NE, Cedar Rapids, Iowa",41.991382,-91.653101
2014-09-15,2014,901 INGLESIDE SW,Cedar Rapids,1407545,5.3,"901 INGLESIDE SW, Cedar Rapids, Iowa",41.9364977,-91.6804817
2014-09-16,2014,157 BROADMORE NW,Cedar Rapids,1407556,5.21,"157 BROADMORE NW, Cedar Rapids, Iowa",41.972607,-91.749771
2014-09-27,2014,418 2ND NE,Cedar Rapids,1407888,4.18,"418 2ND NE, Cedar Rapids, Iowa",41.9808548,-91.6704926
2014-10-01,2014,730 14TH SE,Cedar Rapids,1408052,4.45,"730 14TH SE, Cedar Rapids, Iowa",41.979819,-91.65181
2014-10-09,2014,1707 MAPLE NW,Cedar Rapids,1408297,5.18,"1707 MAPLE NW, Cedar Rapids, Iowa",41.971582,-91.695313
2014-10-10,2014,1927 CENTRAL SW,Cedar Rapids,1408310,5.14,"1927 CENTRAL SW, Cedar Rapids, Iowa",41.959686,-91.7489382
2014-10-16,2014,3300 JOHNSON NW,Cedar Rapids,1408500,3.5,"3300 JOHNSON NW, Cedar Rapids, Iowa",41.974898,-91.7151404
2014-10-18,2014,5350 NORTH PARK NE,Cedar Rapids,1408538,5.1,"5350 NORTH PARK NE, Cedar Rapids, Iowa",42.0323795,-91.6300216
2014-10-22,2014,1050 WENIG NE,Cedar Rapids,1408652,7.59,"1050 WENIG NE, Cedar Rapids, Iowa",41.999665,-91.676801
2014-10-25,2014,1422 A NW,Cedar Rapids,1408760,5.18,"1422 A NW, Cedar Rapids, Iowa",41.9721339,-91.691136
2014-11-05,2014,1569 1ST SE,Cedar Rapids,1409067,4.08,"1569 1ST SE, Cedar Rapids, Iowa",41.989082,-91.649848
2014-11-06,2014,1628 4TH SE,Cedar Rapids,1409084,5.19,"1628 4TH SE, Cedar Rapids, Iowa",41.983762,-91.646782
2014-11-08,2014,4950 16TH SW,Cedar Rapids,1409139,5.18,"4950 16TH SW, Cedar Rapids, Iowa",41.9638229,-91.735287
2014-11-11,2014,2206 D NE,Cedar Rapids,1409213,3.37,"2206 D NE, Cedar Rapids, Iowa",41.999936,-91.642583
2014-11-14,2014,1128 15TH SE,Cedar Rapids,1409303,3.16,"1128 15TH SE, Cedar Rapids, Iowa",41.974569,-91.649354
2014-11-14,2014,2951 6TH SW,Cedar Rapids,1409316,3.31,"2951 6TH SW, Cedar Rapids, Iowa",41.9486241,-91.6767906
2014-11-16,2014,3270 Little Creek NE,Cedar Rapids,1409366,6.46,"3270 Little Creek NE, Cedar Rapids, Iowa",42.013305,-91.687819
2014-11-30,2014,4845 JOHNSON NW,Cedar Rapids,1409759,3.42,"4845 JOHNSON NW, Cedar Rapids, Iowa",41.9683257,-91.7334367
2014-12-03,2014,132 SUMMER NE,Cedar Rapids,1409830,6.56,"132 SUMMER NE, Cedar Rapids, Iowa",42.0321394,-91.6885084
2014-12-04,2014,708 EAST POST SE,Cedar Rapids,1409870,4.42,"708 EAST POST SE, Cedar Rapids, Iowa",41.9789672,-91.6067177
2014-12-06,2014,725 DANBURY NE,Cedar Rapids,1409904,5.47,"725 DANBURY NE, Cedar Rapids, Iowa",42.0248289,-91.645451
2014-12-06,2014,2113 NORTH TOWNE NE,Cedar Rapids,1409912,0.02,"2113 NORTH TOWNE NE, Cedar Rapids, Iowa",42.0329357,-91.6712857
2014-12-19,2014,516 10TH SE,Cedar Rapids,1410264,6.11,"516 10TH SE, Cedar Rapids, Iowa",41.973655,-91.657309
2014-12-23,2014,904 HARVEST NW,Cedar Rapids,1410389,6.06,"904 HARVEST NW, Cedar Rapids, Iowa",41.981079,-91.735238
