GIS_Number,"Map Name",Class,Doing_Business_As,Address,Deedholder,Acres,"Residential Occupancy Type","Style Descr","Year Built","Total Living Area","Commercial Occupancy Type","Year Built_2","2016 Total","2008 total"
142048300100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","G AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,30421
141822600400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","ELLIS RD NW","CEDAR RAPIDS CITY OF",0.388,"","","","","","",0,30647
142911000700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","A AVE NW","CEDAR RAPIDS CITY OF",0.059,"","","","","","",0,30657
142733100200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.101,"","","","","","",0,30798
142823200200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST AVE SW","CEDAR RAPIDS CITY OF",0.0951,"","","","","","",0,30809
142732800600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.2066,"","","","","","",0,30812
142733001600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.103,"","","","","","",0,31254
142733101400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.087,"","","","","","",0,31475
142732701300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD ST SE","CEDAR RAPIDS CITY OF",0.08,"","","","","","",0,31584
142848300300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","A ST SW","CEDAR RAPIDS CITY OF",0.0803,"","","","","","",0,31753
143422900400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","21ST AVE SW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,32244
142848301600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","17TH AVE SW","CEDAR RAPIDS CITY OF",0.057,"","","","","","",0,32248
142845400800000,"CITY PROPERTY",EXEMPT,"VACANT LOT","1ST ST SW","CEDAR RAPIDS CITY OF",0.2296,"","","","","","",0,32400
142040801600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.068,"","","","","","",0,32774
142732801000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",0.2066,"","","","","","",0,33097
142840601000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.106,"","","","","","",0,33148
142825600400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH AVE SW","CEDAR RAPIDS CITY OF",0.113,"","","","","","",0,33188
142733001300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.103,"","","","","","",0,33226
142828000200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH AVE SW","CEDAR RAPIDS CITY OF",0.049,"","","","","","",0,33295
143542700600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SE","CEDAR RAPIDS CITY OF",2.42,"","","","","","",0,33550
142040801300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.032,"","","","","","",0,33769
142848300400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","A ST SW","CEDAR RAPIDS CITY OF",0.08,"","","","","","",0,33869
142733100700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,34583
142830200200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","DIAGONAL DR SW","CEDAR RAPIDS CITY OF",0.078,"","","","","","",0,35525
142825901300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST SW","CEDAR RAPIDS CITY OF",0.2466,"","","","","","",0,35810
142828000300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH AVE SW","CEDAR RAPIDS CITY OF",0.058,"","","","","","",0,36233
142848201300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","19TH AVE SW","CEDAR RAPIDS CITY OF",0.057,"","","","","","",0,36545
142041000300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","J AVE NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,37328
142840601200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.048,"","","","","","",0,37814
142733101200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.106,"","","","","","",0,37950
140943000100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND NE","CEDAR RAPIDS CITY OF",0.337,"","","","","","",0,38048
142918701000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH AVE SW","CEDAR RAPIDS CITY OF",0.082,"","","","","","",0,38064
142940800700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH ST SW","CEDAR RAPIDS CITY OF",0.038,"","","","","","",0,38344
142918701100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH AVE SW","CEDAR RAPIDS CITY OF",0.085,"","","","","","",0,38873
142840601300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST ST SE","CEDAR RAPIDS CITY OF",0.048,"","","","","","",0,39490
142822900100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.2277,"","","","","","",0,39514
142040801500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.059,"","","","","","",0,39727
142825901200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST SW","CEDAR RAPIDS CITY OF",0.075,"","","","","","",0,39738
142733101100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,39949
142825901100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST SW","CEDAR RAPIDS CITY OF",0.111,"","","","","","",0,40198
142040800400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","J AVE NW","CEDAR RAPIDS CITY OF",0.126,"","","","","","",0,40410
142828002100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST ST SW","CEDAR RAPIDS CITY OF",0.048,"","","","","","",0,40531
142825902000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH AVE SW","CEDAR RAPIDS CITY OF",0.083,"","","","","","",0,40881
142048601200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","E AVE NW","CEDAR RAPIDS CITY OF",0.1286,"","","","","","",0,41284
142728300700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","16TH AVE SE","CEDAR RAPIDS CITY OF",0.193,"","","","","","",0,41361
142048701500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","E AVE NW","CEDAR RAPIDS CITY OF",0.043,"","","","","","",0,41368
142911102300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.048,"","","","","","",0,41442
142825901000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST SW","CEDAR RAPIDS CITY OF",0.121,"","","","","","",0,41452
142040800900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.051,"","","","","","",0,41536
142048000500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,41717
143530400300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","24TH AVE SE","CEDAR RAPIDS CITY OF",0.266,"","","","","","",0,42513
142830300300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD ST SW","CEDAR RAPIDS CITY OF",0.161,"","","","","","",0,42541
142048001200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","G AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,42665
142910701900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.039,"","","","","","",0,42685
142040401200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.074,"","","","","","",0,42728
142917700800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND AVE SW","CEDAR RAPIDS CITY OF",0.066,"","","","","","",0,42787
142048001500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","G AVE NW","CEDAR RAPIDS CITY OF",0.1286,"","","","","","",0,42789
142733001800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.069,"","","","","","",0,42796
142910100700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.053,"","","","","","",0,42830
142047700400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H AVE NW","CEDAR RAPIDS CITY OF",0.074,"","","","","","",0,43093
142833101600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","8TH AVE SW","CEDAR RAPIDS CITY OF",0.058,"","","","","","",0,43237
142848300500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","A ST SW","CEDAR RAPIDS CITY OF",0.048,"","","","","","",0,43295
142822800500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST NW","CEDAR RAPIDS CITY OF",0.0506,"","","","","","",0,43568
142725600600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST SE","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,43583
142047900700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.041,"","","","","","",0,43699
142848200400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","A ST SW","CEDAR RAPIDS CITY OF",0.118,"","","","","","",0,43774
142910100800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","B AVE NW","CEDAR RAPIDS CITY OF",0.055,"","","","","","",0,43793
142040801000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.054,"","","","","","",0,43882
142047600600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.06,"","","","","","",0,43931
142830600800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD ST SW","CEDAR RAPIDS CITY OF",0.113,"","","","","","",0,43976
142848300600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","17TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,44086
142047601100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","H AVE NW","CEDAR RAPIDS CITY OF",0.06,"","","","","","",0,44208
142047900800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.046,"","","","","","",0,44287
142047600400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.06,"","","","","","",0,44322
142848400500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","20TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,44458
142910400800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.053,"","","","","","",0,44606
142911000100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.047,"","","","","","",0,44728
142048601000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.055,"","","","","","",0,44873
142040600500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH ST NW","CEDAR RAPIDS CITY OF",0.14,"","","","","","",0,45229
142018601200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.074,"","","","","","",0,45373
142848700200000,"CITY PROPERTY",EXEMPT,"VACANT BLDG","C ST SW","CEDAR RAPIDS CITY OF",0.0921,"","","","","","",0,45496
142735400600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","20TH AVE SW","CEDAR RAPIDS CITY OF",0.161,"","","","","","",0,45716
142048101200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.088,"","","","","","",0,45844
142848600500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","17TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,45873
142040601100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.074,"","","","","","",0,45894
142848201200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","19TH AVE SW","CEDAR RAPIDS CITY OF",0.057,"","","","","","",0,45896
142833102200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","L ST SW","CEDAR RAPIDS CITY OF",0.096,"","","","","","",0,45998
142848201600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","A ST SW","CEDAR RAPIDS CITY OF",0.054,"","","","","","",0,46020
143310200100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","20TH AVE SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,46065
142018500200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","M AVE NW","CEDAR RAPIDS CITY OF",0.034,"","","","","","",0,46088
142047700100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH ST NW","CEDAR RAPIDS CITY OF",0.05,"","","","","","",0,46193
143532600900000,"CITY PROPERTY",EXEMPT,"VACANT LAND","BLAKELY BLVD SE","CEDAR RAPIDS CITY OF",0.339,"","","","","","",0,46442
142840400500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","2ND ST SE","CEDAR RAPIDS CITY OF",0.096,"","","","","","",0,46520
142825901500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","5TH AVE SW","CEDAR RAPIDS CITY OF",0.161,"","","","","","",0,46535
142040800700000,"CITY PROPERTY",EXEMPT,"VACANT LAND","J AVE NW","CEDAR RAPIDS CITY OF",0.126,"","","","","","",0,46614
142725700500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","7TH ST SE","CEDAR RAPIDS CITY OF",0.088,"","","","","","",0,46698
141645700300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","12TH ST NE","CEDAR RAPIDS CITY OF",0.092,"","","","","","",0,46817
142018600600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,47054
142848200300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","A ST SW","CEDAR RAPIDS CITY OF",0.057,"","","","","","",0,47099
142918701300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST SW","CEDAR RAPIDS CITY OF",0.076,"","","","","","",0,47370
142917700400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH ST SW","CEDAR RAPIDS CITY OF",0.119,"","","","","","",0,47377
142848400200000,"CITY PROPERTY",EXEMPT,"VACANT LAND","B ST SW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,47612
142047900500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","I AVE NW","CEDAR RAPIDS CITY OF",0.13,"","","","","","",0,48172
142048300600000,"CITY PROPERTY",EXEMPT,"VACANT LAND","G AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,48247
142832701000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","6TH AVE SW","CEDAR RAPIDS CITY OF",0.091,"","","","","","",0,48355
