GIS_Number,"Map Name",Class,Doing_Business_As,Address,Deedholder,Acres,"Residential Occupancy Type","Style Descr","Year Built","Total Living Area","Commercial Occupancy Type","Year Built_2","2013 Total","2008 total","2016 Total"
142125100400000,"CITY PROPERTY",EXEMPT,"","1ST ST NW","CEDAR RAPIDS CITY OF",0.086,"","","","","","",0,78790,""
142940300300000,"CITY PROPERTY",EXEMPT,"","9TH ST SW","CEDAR RAPIDS CITY OF",0.207,"","","","","","",0,78883,129100
143320400600000,"CITY PROPERTY",EXEMPT,"","K ST SW","CEDAR RAPIDS CITY OF",0.161,"","","","","","",0,79277,141600
142045901000000,"CITY PROPERTY",EXEMPT,"","F AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,79585,131700
142828100800000,CONVERSION,COMMERCIAL,CONVERSION,"6TH AVE SW","CEDAR RAPIDS CITY OF",0.1185,"Six-Family Conversion","2 Story Frame",1908,2340.0,"Beauty / Barber Shop",1908,56601,79879,""
142940400100000,"CITY PROPERTY",EXEMPT,"","6TH ST SW","CEDAR RAPIDS CITY OF",0.17,"","","","","","",0,79883,123500
142833202400000,"CITY PROPERTY",EXEMPT,"","8TH AVE SW","CEDAR RAPIDS CITY OF",0.114,"","","","","","",0,79918,59300
142833501100000,"CITY PROPERTY",EXEMPT,"","8TH AVE SW","CEDAR RAPIDS CITY OF",0.114,"","","","","","",0,80106,22200
142833202700000,"CITY PROPERTY",EXEMPT,"","8TH AVE SW","CEDAR RAPIDS CITY OF",0.171,"","","","","","",0,80362,118700
142018000900000,"CITY PROPERTY",EXEMPT,"","M AVE NW","CEDAR RAPIDS CITY OF",0.126,"","","","","","",0,80513,""
142833502100000,"CITY PROPERTY",EXEMPT,"","9TH AVE SW","CEDAR RAPIDS CITY OF",0.114,"Detached Structures Only","",1920,"","","",0,80640,18200
142017700600000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,80984,""
143320800500000,"CITY PROPERTY",EXEMPT,CONVERSION,"3RD ST SW","CEDAR RAPIDS CITY OF",0.184,"","","","","","",0,81082,145800
142010401800000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,81218,""
142940700500000,"CITY PROPERTY",EXEMPT,"","8TH AVE SW","CEDAR RAPIDS CITY OF",0.154,"","","","","","",0,81225,136700
142018001000000,"CITY PROPERTY",EXEMPT,"","3RD ST NW","CEDAR RAPIDS CITY OF",0.126,"","","","","","",0,81331,""
142941100100000,"CITY PROPERTY",EXEMPT,"","6TH ST SW","CEDAR RAPIDS CITY OF",0.085,"","","","","","",0,81841,""
142046000700000,"CITY PROPERTY",EXEMPT,"","G AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,81850,111900
142040100700000,"CITY PROPERTY",EXEMPT,"","3RD ST NW","CEDAR RAPIDS CITY OF",0.23,"","","","","","",0,82209,""
142040200800000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.115,"","","","","","",0,82220,""
142910800900000,"CITY PROPERTY",EXEMPT,CONVERSION,"B AVE NW","CEDAR RAPIDS CITY OF",0.257,"","","","","","",0,82382,""
142010402200000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.176,"","","","","","",0,82816,""
142010300300000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,83023,""
142018100500000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,83283,""
142948500800000,"CITY PROPERTY",EXEMPT,"VACANT LOT","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.4555,"","","","","Metal Warehouse - Pole Frame",1982,0,83772,""
143310601900000,"CITY PROPERTY",EXEMPT,"","D ST SW","CEDAR RAPIDS CITY OF",0.129,Single-Family,Salvage,1922,897.0,"","",0,84251,138100
142833200900000,"CITY PROPERTY",EXEMPT,"","7TH AVE SW","CEDAR RAPIDS CITY OF",0.114,"","","","","","",0,84378,18200
142823401000000,"CITY PROPERTY",EXEMPT,"","3RD AVE SW","CEDAR RAPIDS CITY OF",0.0305,"","","","","Office - General",1968,0,84819,87000
142010401100000,"CITY PROPERTY",EXEMPT,"","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"Detached Structures Only","",2010,"","","",0,84884,""
142010500200000,"CITY PROPERTY",EXEMPT,"","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,84955,""
142046000100000,"CITY PROPERTY",EXEMPT,"","8TH ST NW","CEDAR RAPIDS CITY OF",0.086,Single-Family,"2 Story Frame",1898,1482.0,"","",0,85426,84400
142017800900000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,85521,""
142010300100000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.178,"","","","","","",0,85543,""
142918600200000,"CITY PROPERTY",EXEMPT,"","3RD AVE SW","CEDAR RAPIDS CITY OF",0.161,"","","","","","",0,85994,103200
142015502000000,"CITY PROPERTY",EXEMPT,"","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.085,"","","","","","",0,86041,""
142017700800000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,86805,""
142010400800000,"CITY PROPERTY",EXEMPT,"","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"Detached Structures Only","",2010,"","","",0,86925,""
141645900900000,"CITY PROPERTY",EXEMPT,"","SHAVER RD NE","CEDAR RAPIDS CITY OF",0.282,"","","","","","",0,87015,""
142010502700000,"CITY PROPERTY",EXEMPT,"","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,87116,""
142047600300000,"CITY PROPERTY",EXEMPT,"","I AVE NW","CEDAR RAPIDS CITY OF",0.179,"","","","","","",0,87298,""
142010400600000,"CITY PROPERTY",EXEMPT,"","6TH ST NW","CEDAR RAPIDS CITY OF",0.22,"","","","","","",0,87775,""
141747600500000,"CITY PROPERTY",EXEMPT,"","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.295,"","","","","","",0,87877,""
142010500300000,"CITY PROPERTY",EXEMPT,"","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,87931,""
142833000100000,"CITY PROPERTY",EXEMPT,"","6TH AVE SW","CEDAR RAPIDS CITY OF",0.171,Single-Family,"1 1/2 Story Frame",1900,1163.6,"","",0,88363,135600
142048500700000,"CITY PROPERTY",EXEMPT,CONVERSION,"F AVE NW","CEDAR RAPIDS CITY OF",0.4473,"","","","","","",0,88415,""
142015501300000,"CITY PROPERTY",EXEMPT,"","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.118,"","","","","","",0,89247,136500
142017600500000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,89478,""
142015501500000,"CITY PROPERTY",EXEMPT,"","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.118,"","","","","","",0,89518,""
142017700900000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,91124,""
142045900200000,"CITY PROPERTY",EXEMPT,"","G AVE NW","CEDAR RAPIDS CITY OF",0.152,"","","","","","",0,91596,136900
142833400800000,"CITY PROPERTY",EXEMPT,"","4TH ST SW","CEDAR RAPIDS CITY OF",0.114,"","","","","","",0,91894,57200
142046301600000,"CITY PROPERTY",EXEMPT,"","E AVE NW","CEDAR RAPIDS CITY OF",0.102,"","","","","","",0,92180,11700
142018100800000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,92236,""
142010500600000,"CITY PROPERTY",EXEMPT,"","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.22,"","","","","","",0,92284,""
142818800600000,"CITY PROPERTY",EXEMPT,"","2ND ST SE","CEDAR RAPIDS CITY OF",0.193,Single-Family,Salvage,1910,940.0,"","",0,92500,""
142010400400000,"CITY PROPERTY",EXEMPT,"","6TH ST NW","CEDAR RAPIDS CITY OF",0.294,"","","","","","",0,92622,""
142735401100000,"CITY PROPERTY",EXEMPT,"","21ST AVE SW","CEDAR RAPIDS CITY OF",0.129,"Detached Structures Only","",1955,"","","",0,92682,""
142835100700000,"CITY PROPERTY",EXEMPT,"","N ST SW","CEDAR RAPIDS CITY OF",0.059,"","","","","","",0,93481,""
142010500500000,"CITY PROPERTY",EXEMPT,"","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.367,"","","","","","",0,93920,""
142010502800000,"CITY PROPERTY",EXEMPT,"","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,94099,""
142046000600000,"CITY PROPERTY",EXEMPT,"","G AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,94603,111900
142010500100000,"CITY PROPERTY",EXEMPT,"","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","",1915,"","","",0,94608,""
142010500700000,"CITY PROPERTY",EXEMPT,"","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,94852,""
142018100700000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,95094,""
142046101000000,"CITY PROPERTY",EXEMPT,"","F AVE NW","CEDAR RAPIDS CITY OF",0.129,Single-Family,Salvage,1910,759.0,"","",0,95156,137200
142832801100000,"CITY PROPERTY",EXEMPT,"","7TH AVE SW","CEDAR RAPIDS CITY OF",0.142,Single-Family,"2 Story Frame",1910,1440.0,"","",0,95396,130800
142010400700000,"CITY PROPERTY",EXEMPT,"","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,95884,""
142010402300000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.265,"Detached Structures Only","",1857,"","","",0,96585,""
142018201500000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,98336,""
142827801300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST ST SW","CEDAR RAPIDS CITY OF",0.0964,"","","","","","",0,98367,""
142018100400000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,98432,""
142018000400000,"CITY PROPERTY",EXEMPT,"","4TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,98447,""
142010400500000,"CITY PROPERTY",EXEMPT,"","6TH ST NW","CEDAR RAPIDS CITY OF",0.22,"","","","","","",0,99501,""
142045500400000,"CITY PROPERTY",EXEMPT,"","H AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,99833,127600
142845800400000,"CITY PROPERTY",EXEMPT,"","13TH AVE SW","CEDAR RAPIDS CITY OF",0.138,"","","","","","",0,99977,151400
142045501500000,"CITY PROPERTY",EXEMPT,"","G AVE NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,100408,113000
142010502600000,"CITY PROPERTY",EXEMPT,"","6TH ST NW","CEDAR RAPIDS CITY OF",0.22,"","","","","","",0,100491,""
142010300600000,"CITY PROPERTY",EXEMPT,"","5TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,102589,""
142941000100000,"CITY PROPERTY",EXEMPT,"","9TH ST SW","CEDAR RAPIDS CITY OF",0.145,Single-Family,"2 Story Frame",1905,1380.0,"","",0,103148,125900
143313702100000,"CITY PROPERTY",EXEMPT,"","HAMILTON ST SW","CEDAR RAPIDS CITY OF",0.16,Single-Family,"1 1/2 Story Frame",1923,1142.4,"","",0,104493,101400
142010100600000,"CITY PROPERTY",EXEMPT,"","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.453,"","","","","","",0,106436,""
142943201200000,"VOID PARCELS",EXEMPT,"","10TH ST SW","CEDAR RAPIDS CITY OF",0.27,Single-Family,"1 1/2 Story Frame",1900,1868.1,"","",0,106687,""
142125200600000,"CITY PROPERTY",EXEMPT,"","3RD ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,110791,""
142010502400000,"CITY PROPERTY",EXEMPT,"","6TH ST NW","CEDAR RAPIDS CITY OF",0.147,"","","","","","",0,111037,""
142838401000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","K ST SW","CEDAR RAPIDS CITY OF",0.3857,"","","","","","",0,113184,""
142827801400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST ST SW","CEDAR RAPIDS CITY OF",0.1928,"","","","","","",0,113373,""
142040700200000,"CITY PROPERTY",EXEMPT,"LINTS PERFORMANCE","K AVE NW","CEDAR RAPIDS CITY OF",0.1469,"","","","","Store - Retail Small",1921,0,116136,19200
142010100100000,"CITY PROPERTY",EXEMPT,"","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.195,"","","","","","",0,117999,""
143320400100000,"CITY PROPERTY",EXEMPT,"VACANT LOT","J ST SW","CEDAR RAPIDS CITY OF",0.1722,Single-Family,"1 Story Frame",1940,644.0,"","",0,119815,146300
142825601500000,"CITY PROPERTY",EXEMPT,CONVERSION,"5TH AVE SW","CEDAR RAPIDS CITY OF",0.193,"","","","","","",0,122615,""
142827801200000,"CITY PROPERTY",EXEMPT,"WEST SIDE SEWING","1ST ST SW","CEDAR RAPIDS CITY OF",0.0964,"","","","","","",0,125787,""
141747600100000,"CITY PROPERTY",EXEMPT,"","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.354,"","","","","","",0,129712,""
142825700800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","4TH AVE SW","CEDAR RAPIDS CITY OF",0.1607,"","","","","","",0,130640,135200
142823100400000,"CITY PROPERTY",EXEMPT,JOHNSTON-POTTERFIELD-NATHANSON,"1ST AVE SW","CEDAR RAPIDS CITY OF",0.1102,"","","","","","",0,131115,""
142010100700000,"CITY PROPERTY",EXEMPT,"","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.44,"","","","","","",0,133223,""
142823400900000,"CITY PROPERTY",EXEMPT,"VACANT BUILDING","3RD AVE SW","CEDAR RAPIDS CITY OF",0.1382,"","","","","Bars and Lounges",1912,0,134560,230100
142838300900000,"CITY PROPERTY",EXEMPT,"","K ST SW","CEDAR RAPIDS CITY OF",0.193,"","","","","","",0,134912,159300
142827800100000,"CITY PROPERTY",EXEMPT,"","1ST ST SW","CEDAR RAPIDS CITY OF",0.0868,"","","","","Office - Medical / Dental",1969,0,135284,""
142045601500000,"CITY PROPERTY",EXEMPT,"FORMER LIFELINE MINISTRIES CHURCH","G AVE NW","CEDAR RAPIDS CITY OF",0.2571,"","","","",Church,1918,0,135769,""
143422700100000,"CITY PROPERTY",EXEMPT,"","22ND AVE SW","CEDAR RAPIDS CITY OF",0.358,"","","","","","",0,141242,""
142823501000000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD AVE SW","CEDAR RAPIDS CITY OF",0.1286,"","","","","","",0,152187,""
141747600400000,"CITY PROPERTY",EXEMPT,"","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.262,"","","","","","",0,154911,""
142132600900000,"CITY PROPERTY",EXEMPT,"VACANT WAREHOUSE","1ST ST NW","CEDAR RAPIDS CITY OF",0.3237,"","","","","Manufacturing (Light)",1971,0,157287,""
142135200300000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST ST NW","CEDAR RAPIDS CITY OF",1.2,"","","","","","",0,162000,""
141747600200000,"CITY PROPERTY",EXEMPT,"","ELLIS BLVD NW","CEDAR RAPIDS CITY OF",0.548,"","","","","","",0,173140,""
142823400500000,"CITY PROPERTY",EXEMPT,"VACANT BLDG","3RD AVE SW","CEDAR RAPIDS CITY OF",0.3214,"","","","","Office - General",1909,0,180000,116300
142825200100000,"CITY PROPERTY",EXEMPT,"VACANT BUILDING","3RD AVE SW","CEDAR RAPIDS CITY OF",0.3857,"","","","","Store - Retail Small",1942,0,185179,306900
142015501100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","L AVE NW","CEDAR RAPIDS CITY OF",0.5876,"","","","","","",0,191343,""
142948500900000,"CITY PROPERTY",EXEMPT,"VACANT LOT","6TH ST SW","CEDAR RAPIDS CITY OF",0.173,"","","","","","",0,206827,36000
142827801500000,"CITY PROPERTY",EXEMPT,"","1ST ST SW","CEDAR RAPIDS CITY OF",0.1928,"","","","","","",0,215000,""
142818500800000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD ST SE","CEDAR RAPIDS CITY OF",0.2893,"","","","","","",0,241160,""
142948501000000,"CITY PROPERTY",EXEMPT,"VACANT LOT","6TH ST SW","CEDAR RAPIDS CITY OF",0.2825,"","","","","","",0,248921,59200
142825500100000,"CITY PROPERTY",EXEMPT,"VACANT BLDG","3RD AVE SW","CEDAR RAPIDS CITY OF",0.3214,"","","","",Warehouse,1981,0,308854,504000
142823501100000,"CITY PROPERTY",EXEMPT,"VACANT LAND","3RD AVE SW","CEDAR RAPIDS CITY OF",0.2571,"","","","","","",0,417866,""
142847801100000,"CITY PROPERTY",EXEMPT,"NOVAK HEATING & A/C","16TH AVE SW","CEDAR RAPIDS CITY OF",0.1194,"","","","","Store - Retail Small/Office Uppers",1998,0,445747,308900
142135200400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","1ST ST NW","CEDAR RAPIDS CITY OF",0.948,"","","","","","",0,959360,""
142135200200000,"CITY PROPERTY",EXEMPT,"DIAMOND V MILLS","1ST ST NW","CEDAR RAPIDS CITY OF",2.08,"","","","","Office - General",1973,0,1078476,""
142135600100000,"CITY PROPERTY",EXEMPT,"VACANTLOT(SWISS VALLEY)","F AVE NW","CEDAR RAPIDS CITY OF",3.16,"","","","","","",0,1629531,""
142132700100000,"CITY PROPERTY",EXEMPT,"CITY FIRE DEPT","1ST ST NW","CEDAR RAPIDS CITY OF",2.78,"","","","","Metal Light Mfg - Steel",1994,0,1800000,""
142847700200000,"CITY PROPERTY",EXEMPT,"CZECH SLOVAK NATIONAL MUSEUM","16TH AVE SW","CEDAR RAPIDS CITY OF",0.77,"","","","","","",0,1962015,""
142010101400000,"CITY PROPERTY",EXEMPT,"","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.02,"","","","","","",0,"",""
142045601800000,"NW 311",RESIDENTIAL,"","8TH ST NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",18088,"",138900
142135600200000,"CITY PROPERTY",EXEMPT,"","VACANT LAND NW","CEDAR RAPIDS CITY OF",0.32,"","","","","","",0,"",""
142410300100000,"CITY PROPERTY",EXEMPT,"","EAST POST RD SE","CEDAR RAPIDS CITY OF",0.469,"","","","","","",0,"",46900
142818700800000,"CITY PROPERTY",EXEMPT,"NEWBO CITY MARKET","3RD ST SE","CEDAR RAPIDS CITY OF",2.28,"","","","","Store - Retail Small",1974,0,"",1281500
142830901100000,"CITY PROPERTY",EXEMPT,"","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.111,"","","","","","",0,"",0
142840800100000,"CITY PROPERTY",EXEMPT,"VACANT LOT","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.08,"","","","","","",0,"",""
142847700400000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.09,"","","","","","",0,"",""
142847700500000,"CITY PROPERTY",EXEMPT,"","VACANT LAND SW","CEDAR RAPIDS CITY OF",7.13,"","","","","","",0,"",""
142847802100000,"CITY PROPERTY",EXEMPT,"","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.02,"","","","","","",0,"",""
142847802200000,"CITY PROPERTY",EXEMPT,"","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.06,"","","","","","",0,"",""
142847802300000,"CITY PROPERTY",EXEMPT,"","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.17,"","","","","","",0,"",""
142848701100000,"CITY PROPERTY",EXEMPT,"","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.19,"","","","","","",0,"",""
142912702500000,"CITY PROPERTY",EXEMPT,"VAC LOT/ WAS LOG CABIN TAVERN","8TH ST NW","CEDAR RAPIDS CITY OF",0.129,"","","","","","",0,"",106800
142918801900000,"CITY PROPERTY",EXEMPT,"","8TH ST SW","CEDAR RAPIDS CITY OF",0.101,"","","","","","",0,"",115900
142947700900000,"CITY PROPERTY",EXEMPT,"","7TH ST SW","CEDAR RAPIDS CITY OF",0.064,"","","","","","",0,"",""
142947701000000,"CITY PROPERTY",EXEMPT,"","VACANT LAND SW","CEDAR RAPIDS CITY OF",0.064,"","","","","","",0,"",""
192030100300000,"CITY PROPERTY",EXEMPT,"","VACANT LAND SW","CEDAR RAPIDS CITY OF",37.18,"","","","","","",0,"",""
192037600500000,"CITY PROPERTY",EXEMPT,"VACANT LAND","VACANT LAND SW","CEDAR RAPIDS CITY OF",10.87,"","","","","","",0,"",""
