GIS_Number,Map Name,Class,Doing_Business_As,Address,Deedholder,Acres,Residential Occupancy Type,Style Descr,Year Built,Total Living Area,Commercial Occupancy Type,Year Built_2,2016 Total,2008 total,Sale date,Amount,Non-Useable Transaction Code,Recording
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,65377,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VACANT LAND,18TH AVE SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,65637,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,65810,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,65810,,,,
1.42048E+14,CITY PROPERTY,EXEMPT,VACANT LAND,G AVE NW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,65858,,,,
1.42019E+14,CITY PROPERTY,EXEMPT,VACANT LAND,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,65906,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,65998,,,,
1.43323E+14,SCHOOL,EXEMPT,VACANT LAND,15TH AVE SW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,66026,,,,
1.4353E+14,CITY PROPERTY,EXEMPT,VACANT LAND,BLAKELY BLVD SE,CEDAR RAPIDS CITY OF,0.276,,,,,,,0,66028,,,,
1.42049E+14,CITY PROPERTY,EXEMPT,VACANT LAND,4TH ST NW,CEDAR RAPIDS CITY OF,0.11,,,,,,,0,66075,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,66246,,,,
1.42846E+14,CITY PROPERTY,EXEMPT,VACANT LAND,1ST ST SW,CEDAR RAPIDS CITY OF,0.074,,,,,,,0,66345,,,,
1.42048E+14,CITY PROPERTY,EXEMPT,VACANT LAND,H AVE NW,CEDAR RAPIDS CITY OF,0.09,,,,,,,0,66450,,,,
1.42911E+14,CITY PROPERTY,EXEMPT,VACANT LAND,4TH ST NW,CEDAR RAPIDS CITY OF,0.048,,,,,,,0,66584,,,,
1.42041E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,66593,,,,
1.42824E+14,CITY PROPERTY,EXEMPT,VACANT BUILDING,2ND AVE SW,CEDAR RAPIDS CITY OF,0.0923,,,,,Bars and Lounges,1956,0,66753,,,,
1.4353E+14,CITY PROPERTY,EXEMPT,VACANT LAND,24TH AVE SE,CEDAR RAPIDS CITY OF,0.533,,,,,,,0,66859,,,,
1.42828E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VALOR WAY SW,CEDAR RAPIDS CITY OF,0.8386,,,,,,,0,66925,,,,
1.42049E+14,CITY PROPERTY,EXEMPT,VACANT LAND,F AVE NW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,66935,,,,
1.4331E+14,CITY PROPERTY,EXEMPT,VACANT LAND,C ST SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,67079,,,,
1.42041E+14,CITY PROPERTY,EXEMPT,VACANT LAND,J AVE NW,CEDAR RAPIDS CITY OF,0.126,,,,,,,0,67178,,,,
1.42838E+14,CITY PROPERTY,EXEMPT,VACANT LAND,K ST SW,CEDAR RAPIDS CITY OF,0.09,,,,,,,0,67201,,,,
1.42043E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,67304,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VACANT LAND,B ST SW,CEDAR RAPIDS CITY OF,0.057,,,,,,,0,67321,,,,
1.42043E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,67330,,,,
1.42849E+14,CITY PROPERTY,EXEMPT,VACANT LAND,17TH AVE SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,67350,,,,
1.42849E+14,CITY PROPERTY,EXEMPT,VACANT LAND,C ST SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,67412,,,,
1.42043E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,67518,,,,
1.42041E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.11,,,,,,,0,67619,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VACANT LAND,B ST SW,CEDAR RAPIDS CITY OF,0.057,,,,,,,0,67724,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,67726,,,,
1.42833E+14,CITY PROPERTY,EXEMPT,VACANT LAND,N ST SW,CEDAR RAPIDS CITY OF,0.104,,,,,,,0,67755,,,,
1.42049E+14,CITY PROPERTY,EXEMPT,VACANT LAND,E AVE NW,CEDAR RAPIDS CITY OF,0.045,,,,,,,0,67848,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,67948,,,,
1.42826E+14,CITY PROPERTY,EXEMPT,VACANT LAND,5TH AVE SW,CEDAR RAPIDS CITY OF,0.048,,,,,,,0,67956,,,,
1.42049E+14,CITY PROPERTY,EXEMPT,VACANT LAND,3RD ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,68008,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.132,,,,,,,0,68079,,,,
1.42049E+14,CITY PROPERTY,EXEMPT,VACANT LAND,F AVE NW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,68099,,,,
1.42915E+14,CITY PROPERTY,EXEMPT,VACANT LAND,9TH ST NW,CEDAR RAPIDS CITY OF,0.085,,,,,,,0,68306,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.116,,,,,,,0,68315,,,,
1.42041E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.11,,,,,,,0,68322,,,,
1.42828E+14,CITY PROPERTY,EXEMPT,VACANT LAND,2ND ST SW,CEDAR RAPIDS CITY OF,0.046,,,,,,,0,68370,,,,
1.42046E+14,CITY PROPERTY,EXEMPT,VACANT LAND,F AVE NW,CEDAR RAPIDS CITY OF,0.064,,,,,,,0,68580,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.096,,,,,,,0,68611,,,,
1.42849E+14,CITY PROPERTY,EXEMPT,VACANT LAND WITH GARAGE,18TH AVE SW,CEDAR RAPIDS CITY OF,0.115,Detached Structures Only,,1990,,,,0,68717,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,22ND AVE SW,CEDAR RAPIDS CITY OF,0.119,,,,,,,0,68901,,,,
1.42011E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,69001,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,69026,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VACANT LAND,18TH AVE SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,69037,,,,
1.4291E+14,CITY PROPERTY,EXEMPT,VACANT LAND,B AVE NW,CEDAR RAPIDS CITY OF,0.1573,,,,,,,0,69156,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VACANT BUILDING,17TH AVE SW,CEDAR RAPIDS CITY OF,0.115,Single-Family,1 Story Frame,1900,896,,,0,69403,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,69473,,,,
1.42041E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,69608,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.11,,,,,,,0,69645,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,22ND AVE SW,CEDAR RAPIDS CITY OF,0.119,,,,,,,0,69674,,,,
1.42048E+14,CITY PROPERTY,EXEMPT,VACANT LAND,I AVE NW,CEDAR RAPIDS CITY OF,0.108,,,,,,,0,69732,,,,
1.4353E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ROMPOT ST SE,CEDAR RAPIDS CITY OF,0.276,,,,,,,0,69742,,,,
1.42849E+14,CITY PROPERTY,EXEMPT,VACANT LAND,19TH AVE SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,69929,,,,
1.42839E+14,CITY PROPERTY,EXEMPT,VACANT LAND,14TH AVE SW,CEDAR RAPIDS CITY OF,0.081,,,,,,,0,70020,,,,
1.42041E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,70024,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,70125,,,,
1.42048E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.083,,,,,,,0,70182,,,,
1.42833E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH AVE SW,CEDAR RAPIDS CITY OF,0.085,,,,,,,0,70225,,,,
1.42048E+14,CITY PROPERTY,EXEMPT,VACANT LAND,H AVE NW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,70236,,,,
1.42019E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,70460,,,,
1.42831E+14,CITY PROPERTY,EXEMPT,VACANT LAND,2ND ST SW,CEDAR RAPIDS CITY OF,0.096,,,,,,,0,70613,,,,
1.3244E+14,CITY PROPERTY,EXEMPT,VACANT LAND,EDGEWOOD RD NW,CEDAR RAPIDS CITY OF,3.13,,,,,,,0,70650,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,71023,,,,
1.42019E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.132,,,,,,,0,71494,,,,
1.41646E+14,CITY PROPERTY,EXEMPT,VACANT LAND,SHAVER RD NE,CEDAR RAPIDS CITY OF,0.1142,,,,,,,0,71497,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.118,,,,,,,0,71509,,,,
1.42041E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.098,,,,,,,0,71571,,,,
1.42049E+14,CITY PROPERTY,EXEMPT,VACANT LAND,F AVE NW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,71621,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VACANT LAND,19TH AVE SW,CEDAR RAPIDS CITY OF,0.115,Detached Structures Only,,1993,,,,0,71683,,,,
1.42043E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,71692,,,,
1.42041E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,72069,,,,
1.42735E+14,CITY PROPERTY,EXEMPT,VACANT LAND,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,72340,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,72421,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,Q AVE NW,CEDAR RAPIDS CITY OF,0.084,,,,,,,0,72520,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VACANT LAND,18TH AVE SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,72842,,,,
1.42019E+14,CITY PROPERTY,EXEMPT,VACANT LAND,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,72878,,,,
1.42839E+14,CITY PROPERTY,EXEMPT,VACANT LAND,13TH AVE SW,CEDAR RAPIDS CITY OF,0.077,,,,,,,0,73038,,,,
1.4353E+14,CITY PROPERTY,EXEMPT,VACANT LAND,BLAKELY BLVD SE,CEDAR RAPIDS CITY OF,0.276,,,,,,,0,73210,,,,
1.42849E+14,CITY PROPERTY,EXEMPT,VACANT LAND,C ST SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,73299,,,,
1.42041E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,73383,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VACANT LAND,18TH AVE SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,73388,,,,
1.42043E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,0,73549,,,,
1.42019E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,73588,,,,
1.4204E+14,CITY PROPERTY,EXEMPT,VACANT LAND,5TH ST NW,CEDAR RAPIDS CITY OF,0.22,Detached Structures Only,,1992,,,,0,73717,,,,
1.42049E+14,CITY PROPERTY,EXEMPT,VACANT LAND,F AVE NW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,74155,,,,
1.42049E+14,CITY PROPERTY,EXEMPT,VACANT LAND,E AVE NW,CEDAR RAPIDS CITY OF,0.046,,,,,,,0,74168,,,,
1.4294E+14,CITY PROPERTY,EXEMPT,VACANT LAND,9TH ST SW,CEDAR RAPIDS CITY OF,0.101,,,,,,,0,74403,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.101,,,,,,,0,74411,,,,
1.42019E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.074,,,,,,,0,74456,,,,
1.42019E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,74558,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,74582,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VACANT LAND,19TH AVE SW,CEDAR RAPIDS CITY OF,0.23,,,,,,,0,74610,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,74621,,,,
1.4353E+14,CITY PROPERTY,EXEMPT,VACANT LAND,24TH AVE SE,CEDAR RAPIDS CITY OF,0.23,,,,,,,0,74793,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,74879,,,,
1.42828E+14,CITY PROPERTY,EXEMPT,VACANT LAND,1ST ST SW,CEDAR RAPIDS CITY OF,0.0964,,,,,,,0,74900,,,,
1.4291E+14,CITY PROPERTY,EXEMPT,VACANT LAND,C AVE NW,CEDAR RAPIDS CITY OF,0.193,,,,,,,0,75008,,,,
1.42041E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.11,,,,,,,0,75071,,,,
1.42019E+14,CITY PROPERTY,EXEMPT,VACANT LAND,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,75090,,,,
1.42041E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.121,,,,,,,0,75190,,,,
1.42019E+14,CITY PROPERTY,EXEMPT,VACANT LAND,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,75448,,,,
1.4204E+14,CITY PROPERTY,EXEMPT,VACANT LAND,5TH ST NW,CEDAR RAPIDS CITY OF,0.321,,,,,,,0,75593,,,,
1.42823E+14,CITY PROPERTY,EXEMPT,VACANT LAND,1ST ST NW,CEDAR RAPIDS CITY OF,0.1125,,,,,,,0,75658,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,75706,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.149,,,,,,,0,75726,,,,
1.42019E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.098,,,,,,,0,75741,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,O AVE NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,75742,,,,
1.42048E+14,CITY PROPERTY,EXEMPT,VACANT LAND,G AVE NW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,75749,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,C ST SW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,75789,,,,
1.42043E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.1175,,,,,,,0,75866,,,,
1.42833E+14,CITY PROPERTY,EXEMPT,VACANT LAND,7TH AVE SW,CEDAR RAPIDS CITY OF,0.077,,,,,,,0,75952,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,22ND AVE SW,CEDAR RAPIDS CITY OF,0.119,,,,,,,0,76054,,,,
1.42043E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,76111,,,,
1.4204E+14,CITY PROPERTY,EXEMPT,VACANT LAND,5TH ST NW,CEDAR RAPIDS CITY OF,0.161,,,,,,,0,76210,,,,
1.42041E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.153,,,,,,,0,76385,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,76485,,,,
1.42048E+14,CITY PROPERTY,EXEMPT,VACANT LAND,G AVE NW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,76624,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.164,,,,,,,0,76659,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,C ST SW,CEDAR RAPIDS CITY OF,0.119,,,,,,,0,76664,,,,
1.42735E+14,CITY PROPERTY,EXEMPT,VACANT LAND,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,76674,,,,
1.4353E+14,CITY PROPERTY,EXEMPT,VACANT LAND,BLAKELY BLVD SE,CEDAR RAPIDS CITY OF,0.606,,,,,,,0,76868,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VAC LOT,16TH AVE SW,CEDAR RAPIDS CITY OF,0.0597,,,,,,,0,76882,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,76973,,,,
1.42043E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,77122,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,77187,,,,
1.42833E+14,CITY PROPERTY,EXEMPT,VACANT LAND,L ST SW,CEDAR RAPIDS CITY OF,0.097,,,,,,,0,77336,,,,
1.4294E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST SW,CEDAR RAPIDS CITY OF,0.085,,,,,,,0,77734,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,77877,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.164,,,,,,,0,77902,,,,
1.42849E+14,CITY PROPERTY,EXEMPT,VACANT LAND,19TH AVE SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,77919,,,,
1.4291E+14,CITY PROPERTY,EXEMPT,NEW E AVE,E AVE NW,CEDAR RAPIDS CITY OF,0.0643,,,,,,,0,77976,,,,
1.42019E+14,CITY PROPERTY,EXEMPT,VACANT LAND,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,78155,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VACANT LAND,19TH AVE SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,78202,,,,
1.42019E+14,CITY PROPERTY,EXEMPT,VACANT LAND,5TH ST NW,CEDAR RAPIDS CITY OF,0.113,,,,,,,0,78208,,,,
1.4353E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ROMPOT ST SE,CEDAR RAPIDS CITY OF,0.172,,,,,,,0,78238,,,,
1.42912E+14,CITY PROPERTY,EXEMPT,VACANT LAND,1ST AVE NW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,78303,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.164,,,,,,,0,78352,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.1,,,,,,,0,78430,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VACANT LAND,15TH AVE SW,CEDAR RAPIDS CITY OF,0.204,,,,,,,0,78455,,,,
1.4353E+14,CITY PROPERTY,EXEMPT,VACANT LAND,24TH AVE SE,CEDAR RAPIDS CITY OF,0.23,,,,,,,0,78474,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.149,,,,,,,0,78731,,,,
1.42735E+14,CITY PROPERTY,EXEMPT,VACANT LAND,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,78745,,,,
1.42849E+14,CITY PROPERTY,EXEMPT,VACANT LAND,18TH AVE SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,78785,,,,
1.42833E+14,CITY PROPERTY,EXEMPT,VACANT LAND,L ST SW,CEDAR RAPIDS CITY OF,0.124,,,,,,,0,79021,,,,
1.42733E+14,CITY PROPERTY,EXEMPT,VACANT LAND,14TH AVE SE,CEDAR RAPIDS CITY OF,0.163,,,,,,,0,79025,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VACANT LAND,19TH AVE SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,79061,,,,
1.42011E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,79214,,,,
1.4204E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.235,,,,,,,0,79478,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.164,,,,,,,0,79588,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.114,,,,,,,0,79607,,,,
1.42041E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,79671,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VACANT LAND,19TH AVE SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,79765,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,Detached Structures Only,,1950,,,,0,80216,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,CITY PARKING LOT,16TH AVE SW,CEDAR RAPIDS CITY OF,0.0597,,,,,,,0,80539,,,,
1.4204E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,80567,,,,
1.42019E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,80583,,,,
1.4331E+14,CITY PROPERTY,EXEMPT,VACANT LAND,20TH AVE SW,CEDAR RAPIDS CITY OF,0.193,,,,,,,0,80723,,,,
1.4353E+14,CITY PROPERTY,EXEMPT,VACANT LAND,BLAKELY BLVD SE,CEDAR RAPIDS CITY OF,0.276,,,,,,,0,80812,,,,
1.4331E+14,CITY PROPERTY,EXEMPT,VACANT LAND,19TH AVE SW,CEDAR RAPIDS CITY OF,0.115,,,,,,,0,80864,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,81100,,,,
1.43225E+14,CITY PROPERTY,EXEMPT,VACANT BUILDING,WILSON AVE SW,CEDAR RAPIDS CITY OF,0.357,Single-Family,1 Story Frame,1951,972,,,0,81407,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,81741,,,,
1.42918E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST SW,CEDAR RAPIDS CITY OF,0.056,,,,,,,0,81788,,,,
1.42011E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,81857,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,22ND AVE SW,CEDAR RAPIDS CITY OF,0.119,,,,,,,0,81879,,,,
1.43423E+14,CITY PROPERTY,EXEMPT,VACANT LAND,21ST AVE SW,CEDAR RAPIDS CITY OF,0.129,,,,,,,0,82007,,,,
1.42823E+14,CITY PROPERTY,EXEMPT,VACANT LAND,2ND ST SW,CEDAR RAPIDS CITY OF,0.0964,,,,,,,0,82106,,,,
1.42011E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,82195,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.164,,,,,,,0,82255,,,,
1.42013E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,82439,,,,
1.42043E+14,CITY PROPERTY,EXEMPT,VACANT LAND,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,82540,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,0,82544,,,,
