GIS_Number,Map Name,Class,Doing_Business_As,Address,Deedholder,Acres,Residential Occupancy Type,Style Descr,Year Built,Total Living Area,Commercial Occupancy Type,Year Built_2,2016 Total,2008 total,Sale date,Amount,Non-Useable Transaction Code,Recording
1.42823E+14,CITY PROPERTY,EXEMPT,VACANT LAND,1ST AVE SW,CEDAR RAPIDS CITY OF,0.3857,,,,,,,0,488166,,,,
1.41745E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.785,,,,,,,0,511854,,,,
1.42841E+14,CITY PROPERTY,EXEMPT,VACANT LAND,14TH AVE SE,CEDAR RAPIDS CITY OF,0.964,,,,,,,0,521631,,,,
1.42823E+14,CITY PROPERTY,EXEMPT,VACANT LOT,1ST ST SW,CEDAR RAPIDS CITY OF,1.1582,,,,,,,0,862653,,,,
1.42135E+14,CITY PROPERTY,EXEMPT,SOUVENIR INC.,F AVE NW,CEDAR RAPIDS CITY OF,1.68,,,,,,,0,1548876,,,,
1.9191E+14,WAREHOUSE,COMMERCIAL,NORDSTROM.COM,18TH ST SW,CEDAR RAPIDS CITY OF (NORDSTROM),46.7,,,,,Warehouse,1997,22979000,26514219,,,,
1.42823E+14,CITY PROPERTY,EXEMPT,ALLEY,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.014,,,,,,,0,,,,,
1.4022E+14,CITY PROPERTY,EXEMPT,BIKE/ WALKING TRAIL,VACANT LAND NE,CEDAR RAPIDS CITY OF,6.64,,,,,,,0,,,,,
1.9153E+14,CITY PROPERTY,EXEMPT,CITY ANIMAL SHELTER,76TH AVE DR SW,CEDAR RAPIDS CITY OF,1.18,,,,,,,0,,,,,
1.42146E+14,CITY PROPERTY,EXEMPT,CITY PARKING RAMP,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.01,,,,,,,0,,,,,
1.42146E+14,CITY PROPERTY,EXEMPT,CITY PARKING RAMP,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.01,,,,,,,0,,,,,
1.42146E+14,CITY PROPERTY,EXEMPT,CITY PARKING RAMP,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.02,,,,,,,0,,,,,
1.42146E+14,CITY PROPERTY,EXEMPT,CITY PARKING RAMP,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.02,,,,,,,0,,,,,
1.42138E+14,HOTEL,COMMERCIAL,DOUBLE TREE HOTEL-TAXABLE PORTION-BLL,1ST AVE NE,CEDAR RAPIDS CITY OF,,,,,,Hotel / Motel,1978,14650800,,,,,
1.4043E+14,CITY PROPERTY,EXEMPT,DRIVEWAY,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.08,,,,,,,0,,,,,
1.42823E+14,CITY PROPERTY,EXEMPT,DRIVEWAY,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.14,,,,,,,0,,,,,
1.42823E+14,CITY PROPERTY,EXEMPT,DRIVEWAY,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.48,,,,,,,0,,,,,
1.42823E+14,CITY PROPERTY,EXEMPT,DRIVEWAY,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.55,,,,,,,0,,,,,
1.92038E+14,CITY PROPERTY,EXEMPT,DRIVEWAY,VACANT LAND SW,CEDAR RAPIDS CITY OF,2.53,,,,,,,0,,,,,
1.4184E+14,CITY PROPERTY,EXEMPT,ELLIS GOLF COURSE,VACANT LAND NW,CEDAR RAPIDS CITY OF,3.59,,,,,,,0,,,,,
1.42813E+14,CITY PROPERTY,EXEMPT,ENTRY WAY,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.0037,,,,,,,0,,,,,
1.42813E+14,CITY PROPERTY,EXEMPT,ENTRY WAY,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.01,,,,,,,0,,,,,
1.42141E+14,CITY PROPERTY,EXEMPT,FIRE STATION 1ST AVE SE,1ST AVE SE,CEDAR RAPIDS CITY OF,1.03,,,,,,,0,,,,,
1.42141E+14,CITY PROPERTY,EXEMPT,FIRE STATION 1ST AVE SE,2ND AVE SE,CEDAR RAPIDS CITY OF,1.03,,,,,,,0,,,,,
1.42733E+14,CITY PROPERTY,EXEMPT,FLAT PARKING,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.1,,,,,,,0,,,,,
1.42828E+14,CITY PROPERTY,EXEMPT,MCGRATH AMPITHEATRE,1ST ST SW,CEDAR RAPIDS CITY OF,8.2,,,,,,,0,,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,NATIONAL CZECH & SLOVAK MUSEUM,16TH AVE SW,CEDAR RAPIDS CITY OF,1.72,,,,,,,0,,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,NATIONAL CZECH & SLOVAK MUSEUM,INSPIRATION PL SW,CEDAR RAPIDS CITY OF,2.96,Single-Family,1 Story Frame,1880,448,Library,1995,0,,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,NATIONAL CZECH & SLOVAK MUSEUM & LIBRARY,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.33,,,,,,,0,,,,,
1.42813E+14,CITY PROPERTY,EXEMPT,NEW LIBRARY,4TH AVE SE,CEDAR RAPIDS CITY OF,1.9284,,,,,,,0,,,,,
1.42133E+14,CITY PROPERTY,EXEMPT,PARCEL WITH CEMENT STRUCTURE,K AVE NW,CEDAR RAPIDS CITY OF,1.5,,,,,,,0,,,,,
1.42816E+14,CITY PROPERTY,EXEMPT,PARK,8TH AVE SW,CEDAR RAPIDS CITY OF,2.2,,,,,,,0,,,,,
1.42815E+14,CITY PROPERTY,EXEMPT,PARKING STRUCTURE,2ND ST SE,CEDAR RAPIDS CITY OF,2.1378,,,,,,,0,,,,,
1.41515E+14,CITY PROPERTY,EXEMPT,PART OF BIKE/WALKING TRAIL,VACANT LAND NE,CEDAR RAPIDS CITY OF,2.2727,,,,,,,0,,,,,
1.42731E+14,CITY PROPERTY,EXEMPT,PART OF INTERSTATE POWER,VACANT LAND SE,CEDAR RAPIDS CITY OF,2.43,,,,,,,0,,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,PORTION OF DRIVEWAY,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.01,,,,,,,0,,,,,
1.42846E+14,CITY PROPERTY,EXEMPT,PORTION OF STREET,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.39,,,,,,,0,,,,,
1.42813E+14,CITY PROPERTY,EXEMPT,POTENTIAL FLOOD CONSTRUCTION,VACANT LAND SE,CEDAR RAPIDS CITY OF,,,,,,,,0,,,,,
1.42835E+14,CITY PROPERTY,EXEMPT,PUBLIC WORKS & RECYCLING FACILITY,15TH AVE SW,CEDAR RAPIDS CITY OF,17.97,,,,,,,0,,,,,
1.42733E+14,CITY PROPERTY,EXEMPT,RAILROAD RIGHT OF WAY,VACANT LAND SE,CEDAR RAPIDS CITY OF,,,,,,,,0,,,,,
1.43418E+14,CITY PROPERTY,EXEMPT,RIVER SEGMENT,VACANT LAND SE,CEDAR RAPIDS CITY OF,23.14,,,,,,,0,,,,,
1.42845E+14,CITY PROPERTY,EXEMPT,RIVERSIDE PARK,VACANT LAND SW,CEDAR RAPIDS CITY OF,,,,,,,,0,,,,,
1.42845E+14,CITY PROPERTY,EXEMPT,RIVERSIDE PARK,VACANT LAND SW,CEDAR RAPIDS CITY OF,,,,,,,,0,,,,,
1.42845E+14,CITY PROPERTY,EXEMPT,RIVERSIDE PARK,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.47,,,,,,,0,,,,,
1.42823E+14,CITY PROPERTY,EXEMPT,SIDEWALK,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.14,,,,,,,0,,,,,
1.42041E+14,CITY PROPERTY,EXEMPT,SLIVER OF LAND,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.001,,,,,,,0,,,,,
1.33525E+14,CITY PROPERTY,EXEMPT,STORM WATER MANAGEMENT,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.4,,,,,,,0,,,,,
1.33525E+14,CITY PROPERTY,EXEMPT,STORM WATER MANAGEMENT,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.96,,,,,,,0,,,,,
1.9061E+14,CITY PROPERTY,EXEMPT,STORM WATER MANAGEMENT,VACANT LAND SW,CEDAR RAPIDS CITY OF,1.95,,,,,,,0,,,,,
1.42135E+14,CITY PROPERTY,EXEMPT,STRIP OF LAND ALONG RIVER,VACANT LAND NW,CEDAR RAPIDS CITY OF,5.27,,,,,,,0,,,,,
1.42726E+14,CITY PROPERTY,EXEMPT,STRIP OF VACANT LAND,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.28,,,,,,,0,,,,,
1.42138E+14,CITY PROPERTY,EXEMPT,US CELLULAR/CONVENTION CENTER,1ST AVE NE,CEDAR RAPIDS CITY OF,4.16,,,,,,,0,,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VACANT BUILDING,A ST SW,CEDAR RAPIDS CITY OF,3.55,,,,,,,0,,,,,
1.42735E+14,CITY PROPERTY,EXEMPT,VACANT LAND,21ST AVE SW,CEDAR RAPIDS CITY OF,,,,,,,,0,,,,,
1.42125E+14,CITY PROPERTY,EXEMPT,VACANT LAND,1ST ST NW,CEDAR RAPIDS CITY OF,,,,,,,,0,,,,,
1.40238E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.002,,,,,,,0,,,,,
1.42823E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.0167,,,,,,,0,,,,,
1.42823E+14,CITY PROPERTY,EXEMPT,VACANT LAND,2ND ST NW,CEDAR RAPIDS CITY OF,0.039,,,,,,,0,,,,,
1.42041E+14,CITY PROPERTY,EXEMPT,VACANT LAND,L AVE NW,CEDAR RAPIDS CITY OF,0.048,,,,,,,0,,,,,
1.4024E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.063,,,,,,,0,,,,,
1.90613E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.08,,,,,,,0,,,,,
1.42831E+14,CITY PROPERTY,EXEMPT,VACANT LAND,2ND ST SW,CEDAR RAPIDS CITY OF,0.088,,,,,,,0,,,,,
1.42831E+14,CITY PROPERTY,EXEMPT,VACANT LAND,7TH AVE SW,CEDAR RAPIDS CITY OF,0.11,,,,,,,0,,,,,
1.90413E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.12,,,,,,,0,,,,,
1.43028E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.18,,,,,,,0,,,,,
1.42849E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.18,,,,,,,0,,,,,
1.12733E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.19,,,,,,,0,,,,,
1.90923E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.21,,,,,,,0,,,,,
1.33525E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.23,,,,,,,0,,,,,
1.4204E+14,CITY PROPERTY,EXEMPT,VACANT LAND,L AVE NW,CEDAR RAPIDS CITY OF,0.23,,,,,,,0,,,,,
1.90628E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.248,,,,,,,0,,,,,
1.42041E+14,CITY PROPERTY,EXEMPT,VACANT LAND,J AVE NW,CEDAR RAPIDS CITY OF,0.26,,,,,,,0,,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,5TH ST NW,CEDAR RAPIDS CITY OF,0.279,,,,,,,0,,,,,
1.42823E+14,CITY PROPERTY,EXEMPT,VACANT LAND,2ND AVE SW,CEDAR RAPIDS CITY OF,0.29,,,,,,,0,,,,,
1.42048E+14,CITY PROPERTY,EXEMPT,VACANT LAND,I AVE NW,CEDAR RAPIDS CITY OF,0.3,,,,,,,0,,,,,
1.91616E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.314,,,,,,,0,,,,,
1.42826E+14,CITY PROPERTY,EXEMPT,VACANT LAND,3RD AVE SW,CEDAR RAPIDS CITY OF,0.3214,,,,,,,0,,,,,
1.4201E+14,CITY PROPERTY,EXEMPT,VACANT LAND,1ST ST NW,CEDAR RAPIDS CITY OF,0.36,,,,,,,0,,,,,
1.42735E+14,CITY PROPERTY,EXEMPT,VACANT LAND,21ST AVE SW,CEDAR RAPIDS CITY OF,0.394,,,,,,,0,,,,,
1.3244E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.413,,,,,,,0,,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,4TH ST NW,CEDAR RAPIDS CITY OF,0.43,,,,,,,0,,,,,
1.42019E+14,CITY PROPERTY,EXEMPT,VACANT LAND,4TH ST NW,CEDAR RAPIDS CITY OF,0.44,,,,,,,0,,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,5TH ST NW,CEDAR RAPIDS CITY OF,0.44,,,,,,,0,,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,4TH ST NW,CEDAR RAPIDS CITY OF,0.44,,,,,,,0,,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,5TH ST NW,CEDAR RAPIDS CITY OF,0.44,,,,,,,0,,,,,
1.42019E+14,CITY PROPERTY,EXEMPT,VACANT LAND,4TH ST NW,CEDAR RAPIDS CITY OF,0.44,,,,,,,0,,,,,
1.42848E+14,CITY PROPERTY,EXEMPT,VACANT LAND,20TH AVE SW,CEDAR RAPIDS CITY OF,0.448,,,,,,,0,,,,,
1.42823E+14,CITY PROPERTY,EXEMPT,VACANT LAND,1ST AVE SW,CEDAR RAPIDS CITY OF,0.45,,,,,,,0,,,,,
1.4201E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.454,,,,,,,0,,,,,
1.4204E+14,CITY PROPERTY,EXEMPT,VACANT LAND,L AVE NW,CEDAR RAPIDS CITY OF,0.46,,,,,,,0,,,,,
1.4204E+14,CITY PROPERTY,EXEMPT,VACANT LAND,4TH ST NW,CEDAR RAPIDS CITY OF,0.48,,,,,,,0,,,,,
1.42735E+14,CITY PROPERTY,EXEMPT,VACANT LAND,22ND AVE SW,CEDAR RAPIDS CITY OF,0.48,,,,,,,0,,,,,
1.41748E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.56,,,,,,,0,,,,,
1.41536E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.6061,,,,,,,0,,,,,
1.4204E+14,CITY PROPERTY,EXEMPT,VACANT LAND,K AVE NW,CEDAR RAPIDS CITY OF,0.64,,,,,,,0,,,,,
1.4204E+14,CITY PROPERTY,EXEMPT,VACANT LAND,K AVE NW,CEDAR RAPIDS CITY OF,0.69,,,,,,,0,,,,,
1.4204E+14,CITY PROPERTY,EXEMPT,VACANT LAND,K AVE NW,CEDAR RAPIDS CITY OF,0.8,,,,,,,0,,,,,
1.42125E+14,CITY PROPERTY,EXEMPT,VACANT LAND,3RD ST NW,CEDAR RAPIDS CITY OF,0.82,,,,,,,0,,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,3RD ST NW,CEDAR RAPIDS CITY OF,0.88,,,,,,,0,,,,,
1.4201E+14,CITY PROPERTY,EXEMPT,VACANT LAND,4TH ST NW,CEDAR RAPIDS CITY OF,0.9,,,,,,,0,,,,,
1.41748E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.905,,,,,,,0,,,,,
1.42828E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.96,,,,,,,0,,,,,
1.4201E+14,CITY PROPERTY,EXEMPT,VACANT LAND,PENN AVE NW,CEDAR RAPIDS CITY OF,1.01,,,,,,,0,,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,4TH ST NW,CEDAR RAPIDS CITY OF,1.01,,,,,,,0,,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,5TH ST NW,CEDAR RAPIDS CITY OF,1.01,,,,,,,0,,,,,
1.42041E+14,CITY PROPERTY,EXEMPT,VACANT LAND,J AVE NW,CEDAR RAPIDS CITY OF,1.03,,,,,,,0,,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,5TH ST NW,CEDAR RAPIDS CITY OF,1.03,,,,,,,0,,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,4TH ST NW,CEDAR RAPIDS CITY OF,1.03,,,,,,,0,,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,4TH ST NW,CEDAR RAPIDS CITY OF,1.03,,,,,,,0,,,,,
1.32726E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND NW,CEDAR RAPIDS CITY OF,1.14,,,,,,,0,,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,3RD ST NW,CEDAR RAPIDS CITY OF,1.14,,,,,,,0,,,,,
1.40628E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND NE,CEDAR RAPIDS CITY OF,1.17,,,,,,,0,,,,,
2.00213E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND SW,CEDAR RAPIDS CITY OF,1.18,,,,,,,0,,,,,
1.42011E+14,CITY PROPERTY,EXEMPT,VACANT LAND,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,1.18,,,,,,,0,,,,,
1.4201E+14,CITY PROPERTY,EXEMPT,VACANT LAND,5TH ST NW,CEDAR RAPIDS CITY OF,1.25,,,,,,,0,,,,,
1.4204E+14,CITY PROPERTY,EXEMPT,VACANT LAND,K AVE NW,CEDAR RAPIDS CITY OF,1.26,,,,,,,0,,,,,
1.42125E+14,CITY PROPERTY,EXEMPT,VACANT LAND,1ST ST NW,CEDAR RAPIDS CITY OF,1.28,,,,,,,0,,,,,
1.42018E+14,CITY PROPERTY,EXEMPT,VACANT LAND,O AVE NW,CEDAR RAPIDS CITY OF,1.28,,,,,,,0,,,,,
1.91548E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND SW,CEDAR RAPIDS CITY OF,1.31,,,,,,,0,,,,,
1.40628E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND NE,CEDAR RAPIDS CITY OF,1.32,,,,,,,0,,,,,
1.42011E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,1.62,,,,,,,0,,,,,
1.31543E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND NW,CEDAR RAPIDS CITY OF,1.77,,,,,,,0,,,,,
1.4201E+14,CITY PROPERTY,EXEMPT,VACANT LAND,1ST ST NW,CEDAR RAPIDS CITY OF,1.89,,,,,,,0,,,,,
1.4201E+14,CITY PROPERTY,EXEMPT,VACANT LAND,6TH ST NW,CEDAR RAPIDS CITY OF,2.04,,,,,,,0,,,,,
1.92038E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND SW,CEDAR RAPIDS CITY OF,2.55,,,,,,,0,,,,,
1.23628E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND NE,CEDAR RAPIDS CITY OF,2.8,,,,,,,0,,,,,
1.42133E+14,CITY PROPERTY,EXEMPT,VACANT LAND,I AVE NW,CEDAR RAPIDS CITY OF,3.27,,,,,,,0,,,,,
1.42136E+14,CITY PROPERTY,EXEMPT,VACANT LAND,F AVE NW,CEDAR RAPIDS CITY OF,3.75,,,,,,,0,,,,,
1.42135E+14,CITY PROPERTY,EXEMPT,VACANT LAND,1ST ST NW,CEDAR RAPIDS CITY OF,4.23,,,,,,,0,,,,,
1.90523E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND SW,CEDAR RAPIDS CITY OF,5.31,,,,,,,0,,,,,
1.90438E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND SW,CEDAR RAPIDS CITY OF,7.33,,,,,,,0,,,,,
1.92038E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND SW,CEDAR RAPIDS CITY OF,8.69,,,,,,,0,,,,,
1.90923E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND SW,CEDAR RAPIDS CITY OF,18.3,,,,,,,0,,,,,
1.9203E+14,CITY PROPERTY,EXEMPT,VACANT LAND,VACANT LAND SW,CEDAR RAPIDS CITY OF,36.81,,,,,,,0,,,,,
1.32425E+14,CITY PROPERTY,EXEMPT,WATER RETENTION AREA,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.46,,,,,,,0,,,,,
2.00213E+14,CITY PROPERTY,EXEMPT,WATER STORM MANAGEMENT,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.92,,,,,,,0,,,,,
1.40818E+14,CITY PROPERTY,EXEMPT,WATER TANK,GLASS RD NE,CEDAR RAPIDS CITY OF,0.4,,,,,,,0,,,,,
1.42835E+14,CITY PROPERTY,EXEMPT,,N ST SW,CEDAR RAPIDS CITY OF,0.117,,,,,,,0,,,,,
1.42919E+14,CITY PROPERTY,EXEMPT,,6TH ST SW,CEDAR RAPIDS CITY OF,0.169,,,,,,,0,,,,,
