GIS_Number_valuations,Map_Name_valuations,Class_valuations,2009 Land,2009 Dwlg,2009 Improv,2009 Total
141432700601003,CONDO 500,Residential,6000,92255,0,98255
141432700601004,CONDO 500,Residential,3000,71678,0,74678
141432700601005,CONDO 500,Residential,6000,92224,0,98224
141432700601006,CONDO 500,Residential,4500,71641,0,76141
141432700601007,CONDO 500,Residential,3000,56837,0,59837
141432700601008,CONDO 500,Residential,4500,71678,0,76178
141432700601009,CONDO 500,Residential,4500,82171,0,86671
141432700601010,CONDO 500,Residential,6000,92224,0,98224
141432700601011,CONDO 500,Residential,4500,71678,0,76178
141432700601012,CONDO 500,Residential,4500,93282,0,97782
141432700601013,CONDO 500,Residential,4500,71678,0,76178
141432700601014,CONDO 500,Residential,4500,78407,0,82907
141432700601015,CONDO 500,Residential,6000,93369,0,99369
141432700601016,CONDO 500,Residential,4500,78407,0,82907
141432700601017,CONDO 500,Residential,6000,92827,0,98827
141432700601018,CONDO 500,Residential,4500,72229,0,76729
141432700601019,CONDO 500,Residential,6000,92827,0,98827
141432700601020,CONDO 500,Residential,4500,72229,0,76729
141432700601021,CONDO 500,Residential,4500,78407,0,82907
141432700601022,CONDO 500,Residential,4500,72229,0,76729
141432700601023,CONDO 500,Residential,4500,78407,0,82907
141432700601024,CONDO 500,Residential,6000,92852,0,98852
141432700601025,CONDO 500,Residential,4500,72229,0,76729
141432700601026,CONDO 500,Residential,6000,92827,0,98827
141432700601027,CONDO 500,Residential,4500,71003,0,75503
141432700601028,CONDO 500,Residential,4500,78407,0,82907
141432700601029,CONDO 500,Residential,6000,92827,0,98827
141432700601030,CONDO 500,Residential,4500,78407,0,82907
141432700601031,CONDO 500,Residential,6000,92827,0,98827
141432700601032,CONDO 500,Residential,4500,72229,0,76729
141432700601033,CONDO 500,Residential,6000,93344,0,99344
141432700601034,CONDO 500,Residential,4500,72229,0,76729
141432700601035,CONDO 500,Residential,4500,78407,0,82907
141432700601036,CONDO 500,Residential,4500,72229,0,76729
141432700601037,CONDO 500,Residential,4500,78407,0,82907
141432700601038,CONDO 500,Residential,6000,92827,0,98827
141432700601039,CONDO 500,Residential,4500,72229,0,76729
141432700601040,CONDO 500,Residential,6000,92827,0,98827
141432700601041,CONDO 500,Residential,4500,72229,0,76729
141432800100000,NE 154,Residential,40000,0,0,40000
141432800300000,COMM NE,Commercial,218700,0,80300,299000
141432800400000,COMM NE,Commercial,54540,0,0,54540
141432800500000,COMM NE,Commercial,120031,0,174558,294589
141432900100000,E-48 RELIG BLDG SITE,Exempt,32724,0,22883,55607
141432900200000,SE 208,Exempt,70200,0,149456,219656
141432900300000,SE 208,Residential,70200,175364,0,245564
141432900400000,SE 208,Residential,70200,169175,0,239375
141432900500000,SE 208,Residential,70200,190329,0,260529
141432900600000,SE 208,Residential,69000,0,0,69000
141432900700000,SE 208,Residential,109200,192023,0,301223
141432900800000,SE 208,Residential,43307,0,0,43307
141432900900000,COMM SE,Commercial,19029,0,0,19029
141432901000000,RES VALUED COMM,Residential,517320,18395217,0,18912537
141432901301000,CONDO 500,Residential,7500,84326,0,91826
141432901301001,CONDO 500,Residential,7500,84326,0,91826
141432901301002,CONDO 500,Residential,6000,76088,0,82088
141432901301003,CONDO 500,Residential,6000,76088,0,82088
141432901301004,CONDO 500,Residential,6000,76088,0,82088
141432901301005,CONDO 500,Residential,6000,76088,0,82088
141432901301006,CONDO 500,Residential,7500,84326,0,91826
141432901301007,CONDO 500,Residential,7500,84326,0,91826
141432901301008,CONDO 500,Residential,6000,76088,0,82088
141432901301009,CONDO 500,Residential,6000,76088,0,82088
141432901301010,CONDO 500,Residential,6000,76088,0,82088
141432901301011,CONDO 500,Residential,6000,76088,0,82088
141432901301012,CONDO 500,Residential,9000,102944,0,111944
141432901301013,CONDO 500,Residential,7500,85041,0,92541
141432901301014,CONDO 500,Residential,6000,76841,0,82841
141432901301015,CONDO 500,Residential,6000,76841,0,82841
141432901301016,CONDO 500,Residential,6000,76841,0,82841
141432901301017,CONDO 500,Residential,6000,76841,0,82841
141432901301018,CONDO 500,Residential,7500,85541,0,93041
141432901301019,CONDO 500,Residential,7500,85041,0,92541
141432901301020,CONDO 500,Residential,6000,76841,0,82841
141432901301021,CONDO 500,Residential,6000,76841,0,82841
141432901301022,CONDO 500,Residential,6000,76841,0,82841
141432901301023,CONDO 500,Residential,6000,76841,0,82841
141432901301024,CONDO 500,Residential,9000,102944,0,111944
141432901301025,CONDO 500,Residential,7500,85041,0,92541
141432901301026,CONDO 500,Residential,6000,76841,0,82841
141432901301027,CONDO 500,Exempt,6000,0,76841,82841
141432901301028,CONDO 500,Residential,6000,76841,0,82841
141432901301029,CONDO 500,Residential,6000,76841,0,82841
141432901301030,CONDO 500,Residential,7500,85041,0,92541
141432901301031,CONDO 500,Residential,7500,85041,0,92541
141432901301032,CONDO 500,Residential,6000,76841,0,82841
141432901301033,CONDO 500,Residential,6000,76841,0,82841
141432901301034,CONDO 500,Residential,6000,76841,0,82841
141432901301035,CONDO 500,Residential,6000,76841,0,82841
141432901400000,E-40 CHURCHES,Exempt,101520,0,1155426,1256946
141432901501000,COMM SE,Commercial,18808,0,0,18808
141432901501001,CONDO 500,Residential,6000,83357,0,89357
141432901501002,CONDO 500,Residential,6000,83357,0,89357
141432901501003,CONDO 500,Residential,4500,75214,0,79714
141432901501004,CONDO 500,Residential,4500,75732,0,80232
141432901501005,CONDO 500,Residential,6000,83357,0,89357
141432901501006,CONDO 500,Residential,6000,83357,0,89357
141432901501007,CONDO 500,Residential,4500,75214,0,79714
141432901501008,CONDO 500,Residential,4500,75214,0,79714
141432901501009,CONDO 500,Residential,9000,101760,0,110760
141432901501010,CONDO 500,Residential,6000,84063,0,90063
141432901501011,CONDO 500,Residential,4500,75957,0,80457
141432901501012,CONDO 500,Residential,4500,80033,0,84533
141432901501013,CONDO 500,Residential,6000,84063,0,90063
141432901501014,CONDO 500,Residential,6000,84063,0,90063
141432901501015,CONDO 500,Residential,4500,76476,0,80976
141432901501016,CONDO 500,Residential,4500,75957,0,80457
141432901501017,CONDO 500,Residential,9000,102899,0,111899
141432901501018,CONDO 500,Residential,6000,84063,0,90063
141432901501019,CONDO 500,Residential,6000,75957,0,81957
141432901501020,CONDO 500,Residential,4500,75957,0,80457
141432901501021,CONDO 500,Residential,6000,84063,0,90063
141432901501022,CONDO 500,Residential,6000,84063,0,90063
141432901501023,CONDO 500,Residential,6000,75957,0,81957
141432901501024,CONDO 500,Residential,4500,75957,0,80457
141432901501025,CONDO 500,Residential,7500,83851,0,91351
141432901501026,CONDO 500,Residential,7500,83357,0,90857
141432901501027,CONDO 500,Residential,6000,75214,0,81214
141432901501028,CONDO 500,Residential,6000,75732,0,81732
141432901501029,CONDO 500,Residential,7500,83357,0,90857
141432901501030,CONDO 500,Residential,7500,83357,0,90857
141432901501031,CONDO 500,Residential,6000,75214,0,81214
141432901501032,CONDO 500,Residential,6000,75214,0,81214
141432901501033,CONDO 500,Residential,7500,84557,0,92057
141432901501034,CONDO 500,Residential,4500,84063,0,88563
141432901501035,CONDO 500,Residential,6000,75957,0,81957
141432901501036,CONDO 500,Residential,6000,75957,0,81957
141432901501037,CONDO 500,Residential,9000,101760,0,110760
141432901501038,CONDO 500,Residential,7500,84557,0,92057
141432901501039,CONDO 500,Residential,6000,75957,0,81957
141432901501040,CONDO 500,Residential,6000,75957,0,81957
141432901501041,CONDO 500,Residential,7500,84063,0,91563
141432901501042,CONDO 500,Residential,7500,84063,0,91563
141432901501043,CONDO 500,Residential,6000,75957,0,81957
141432901501044,CONDO 500,Residential,6000,75957,0,81957
141432901501045,CONDO 500,Residential,9000,103418,0,112418
141432901501046,CONDO 500,Residential,7500,86788,0,94288
141432901501047,CONDO 500,Residential,6000,76476,0,82476
141432901501048,CONDO 500,Residential,6000,75957,0,81957
141435100100000,CONDO 504,Residential,30000,296647,0,326647
141435100200000,CONDO 504,Residential,30000,200760,0,230760
141435100300000,CONDO 504,Residential,30000,191565,0,221565
141435100400000,CONDO 504,Residential,30000,241281,0,271281
141435100500000,CONDO 504,Residential,30000,261681,0,291681
141435100600000,CONDO 504,Residential,30000,202376,0,232376
141435100701000,CONDO 504,Residential,30000,147669,0,177669
141435100701001,CONDO 504,Residential,30000,167669,0,197669
141435100801000,CONDO 504,Residential,30000,141770,0,171770
141435100801001,CONDO 504,Residential,30000,190772,0,220772
141435100901000,CONDO 504,Residential,30000,188484,0,218484
141435100901001,CONDO 504,Residential,30000,169647,0,199647
141435101001000,CONDO 504,Residential,30000,162390,0,192390
141435101001001,CONDO 504,Residential,30000,166986,0,196986
141435101100000,CONDO 504,Residential,30000,178946,0,208946
141435101200000,CONDO 504,Residential,30000,346315,0,376315
141435101300000,CONDO 504,Residential,30000,214485,0,244485
141435101401000,CONDO 504,Residential,30000,158957,0,188957
141435101401001,CONDO 504,Residential,30000,168721,0,198721
141435101501000,CONDO 504,Residential,30000,208874,0,238874
141435101501001,CONDO 504,Residential,30000,186820,0,216820
141435101601000,CONDO 504,Residential,30000,236279,0,266279
141435101601001,CONDO 504,Residential,30000,248069,0,278069
141435101701000,CONDO 504,Residential,30000,213222,0,243222
141435101701001,CONDO 504,Residential,30000,234821,0,264821
141435101800000,CONDO 504,Residential,30000,261825,0,291825
141435101900000,CONDO 504,Residential,30000,223511,0,253511
141435102000000,CONDO 504,Residential,30000,207013,0,237013
141435102100000,CONDO 504,Residential,30000,213861,0,243861
141435102200000,CONDO 504,Residential,30000,283307,0,313307
141435102300000,CONDO 504,Residential,30000,255246,0,285246
141435200100000,CONDO 504,Residential,30000,199646,0,229646
141435200201000,CONDO 504,Residential,30000,164066,0,194066
141435200201001,CONDO 504,Residential,30000,152235,0,182235
141435200301000,CONDO 504,Residential,30000,163057,0,193057
141435200301001,CONDO 504,Residential,30000,150100,0,180100
141435200400000,CONDO 504,Residential,30000,164031,0,194031
141435200500000,CONDO 504,Residential,30000,218123,0,248123
141435200600000,CONDO 504,Residential,30000,186042,0,216042
141435200700000,CONDO 504,Residential,30000,188770,0,218770
141435200800000,CONDO 504,Residential,30000,194863,0,224863
141435200900000,CONDO 504,Residential,30000,184219,0,214219
141435201001000,CONDO 504,Residential,30000,258456,0,288456
141435201001001,CONDO 504,Residential,30000,222622,0,252622
141435201001002,CONDO 504,Residential,30000,232020,0,262020
141435201100000,CONDO 504,Residential,30000,244460,0,274460
141435201201000,CONDO 504,Residential,30000,219885,0,249885
141435201201001,CONDO 504,Residential,30000,195357,0,225357
141435201301000,CONDO 504,Residential,30000,219015,0,249015
141435201301001,CONDO 504,Residential,30000,150357,0,180357
141435201400000,CONDO 504,Residential,30000,2021,0,32021
141435201500000,SE 218,Residential,116000,220365,0,336365
141435201600000,CONDO 504,Residential,30000,209197,0,239197
141435201700000,CONDO 504,Residential,30000,247588,0,277588
141435201800000,CONDO 504,Residential,30000,301791,0,331791
141435201900000,CONDO 504,Residential,30000,193636,0,223636
141435202000000,CONDO 504,Residential,30000,262419,0,292419
141435202100000,CONDO 504,Residential,30000,245120,0,275120
141435202200000,CONDO 504,Residential,30000,249519,0,279519
141435202300000,CONDO 504,Residential,30000,251870,0,281870
141435202400000,CONDO 504,Residential,30000,215791,0,245791
141435202500000,CONDO 504,Residential,30000,280640,0,310640
141435202600000,CONDO 504,Residential,30000,247767,0,277767
141435300100000,CONDO 504,Residential,30000,295579,0,325579
141435300200000,CONDO 504,Residential,30000,264639,0,294639
141435300300000,CONDO 504,Residential,30000,195932,0,225932
141435400100000,SE 207,Residential,26500,44470,0,70970
141435400200000,SE 207,Residential,24000,97482,0,121482
141435400300000,SE 207,Residential,38987,77563,0,116550
141435400400000,SE 207,Residential,42613,84760,0,127373
141435400500000,SE 207,Residential,43200,81180,0,124380
141435500100000,SE 218,Residential,88000,220250,0,308250
141435500200000,SE 218,Residential,49711,236824,0,286535
141435500300000,SE 218,Residential,58432,169650,0,228082
141437600100000,SE 207,Residential,90050,105999,0,196049
141437600200000,SE 207,Residential,82350,133829,0,216179
141437600300000,SE 207,Residential,64050,139612,0,203662
141437600400000,SE 207,Residential,64050,194786,0,258836
141437600500000,SE 207,Residential,56682,148822,0,205504
141437600600000,SE 207,Residential,25300,79236,0,104536
141437600700000,SE 207,Residential,31815,101484,0,133299
141437600800000,SE 207,Residential,28280,69524,0,97804
141437600900000,SE 207,Residential,32825,113386,0,146211
141437601000000,SE 207,Residential,33132,112798,0,145930
141437601100000,SE 207,Residential,31415,72766,0,104181
141437601200000,SE 207,Residential,31415,100084,0,131499
141437601300000,SE 207,Residential,37698,158814,0,196512
141437601400000,SE 207,Residential,35342,117007,0,152349
141437601500000,SE 207,Residential,34776,188309,0,223085
141437700100000,SE 207,Residential,23397,144584,0,167981
141437700200000,SE 207,Residential,48111,106915,0,155026
141437700300000,SE 207,Residential,38174,116980,0,155154
141437700400000,SE 207,Residential,25000,96826,0,121826
141437700500000,SE 207,Residential,20000,63618,0,83618
141437700600000,SE 207,Residential,20000,71123,0,91123
141437700700000,SE 207,Residential,20000,71698,0,91698
141437700800000,SE 207,Residential,20000,63826,0,83826
141437700900000,SE 207,Residential,20000,78493,0,98493
141437701000000,SE 207,Residential,25000,55999,0,80999
141437701100000,SE 207,Residential,25000,89290,0,114290
141437701200000,SE 207,Residential,25000,77667,0,102667
141437701300000,SE 207,Residential,20000,76689,0,96689
141437701400000,SE 207,Residential,20000,74174,0,94174
141437701500000,SE 207,Residential,25000,62797,0,87797
141437701600000,SE 207,Residential,28000,51583,0,79583
141437800100000,SE 207,Residential,70190,155699,0,225889
141437800200000,SE 207,Residential,25000,61771,0,86771
141437800400000,SE 207,Residential,35000,81673,0,116673
141437800500000,SE 207,Residential,25000,75409,0,100409
141437800600000,SE 207,Residential,35000,116864,0,151864
141437800700000,SE 207,Residential,18200,55388,0,73588
141437800800000,SE 207,Residential,21750,60072,0,81822
141437800900000,SE 207,Residential,21750,60999,0,82749
141437801000000,SE 207,Residential,25000,69110,0,94110
141437801100000,SE 207,Residential,25000,71253,0,96253
141437801200000,SE 207,Residential,25000,74651,0,99651
141437801300000,SE 207,Residential,27000,95060,0,122060
141437900100000,SE 207,Residential,36720,116925,0,153645
141437900200000,SE 207,Residential,30300,90031,0,120331
141437900300000,SE 207,Residential,30300,71633,0,101933
141437900400000,SE 207,Residential,31200,61751,0,92951
141437900500000,SE 207,Residential,41003,70874,0,111877
141437900600000,SE 207,Residential,36360,188244,0,224604
141437900700000,SE 207,Residential,52380,88140,0,140520
141437900800000,SE 207,Residential,33950,81766,0,115716
141437900900000,SE 207,Residential,34821,125170,0,159991
141438000100000,SE 207,Residential,31101,101514,0,132615
141438000200000,SE 207,Residential,31101,119446,0,150547
141438000300000,SE 207,Residential,25250,82984,0,108234
141438000400000,SE 207,Residential,25250,86059,0,111309
141438000500000,SE 207,Residential,35350,85446,0,120796
