GIS_Number,Doing_Business_As,Class,Map Name,Hse#,Address,Deedholder,Acres,Residential Occupancy Type,Style Descr,Year Built,Total Living Area,Commercial Occupancy Type,Year Built_2,Gross Bldg Area,_unnamed,2013 Land Res,2013 Land Comm,2013 Total Land,2013 Dwlg,2013 Improv,2013 Total
141740200200000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,47.2,,,,,,,,,0,0,0,0,0,0
141745100300000,,EXEMPT,CITY PROPERTY,1919,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.168,,,,,,,,,0,0,0,0,0,0
141745100400000,,EXEMPT,CITY PROPERTY,1915,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.256,,,,,,,,,0,0,0,0,0,0
141745100500000,VACANT LAND,EXEMPT,CITY PROPERTY,1895,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.793,,,,,,,,,0,0,0,0,0,0
141745100600000,,EXEMPT,CITY PROPERTY,1871,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.361,Single-Family,Salvage,1900,1578.0,,,,,0,0,0,0,0,0
141745200100000,,EXEMPT,CITY PROPERTY,1884,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.148,,,,,,,,,0,0,0,0,0,0
141745200200000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.134,,,,,,,,,0,0,0,0,0,0
141745200400000,,EXEMPT,CITY PROPERTY,1880,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.218,,,,,,,,,0,0,0,0,0,0
141745200700000,,EXEMPT,CITY PROPERTY,1861,8TH ST NW,CEDAR RAPIDS CITY OF,0.192,,,,,,,,,0,0,0,0,0,0
141745200800000,,EXEMPT,CITY PROPERTY,1857,8TH ST NW,CEDAR RAPIDS CITY OF,0.096,,,,,,,,,0,0,0,0,0,0
141745200900000,,EXEMPT,CITY PROPERTY,1847,8TH ST NW,CEDAR RAPIDS CITY OF,0.116,,,,,,,,,0,0,0,0,0,0
141745201000000,,EXEMPT,CITY PROPERTY,1845,8TH ST NW,CEDAR RAPIDS CITY OF,0.093,,,,,,,,,0,0,0,0,0,0
141745201100000,,EXEMPT,CITY PROPERTY,1837,8TH ST NW,CEDAR RAPIDS CITY OF,0.1,Detached Structures Only,,2010,,,,,,0,0,0,0,0,0
141745201200000,,EXEMPT,CITY PROPERTY,1833,8TH ST NW,CEDAR RAPIDS CITY OF,0.151,,,,,,,,,0,0,0,0,0,0
141745201400000,,EXEMPT,CITY PROPERTY,1832,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.297,,,,,,,,,0,0,0,0,0,0
141745201500000,,EXEMPT,CITY PROPERTY,1826,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.228,,,,,,,,,0,0,0,0,0,0
141745202100000,,EXEMPT,CITY PROPERTY,1850,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.119,,,,,,,,,0,0,0,0,0,0
141745202300000,,EXEMPT,CITY PROPERTY,1854,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.252,,,,,,,,,0,0,0,0,0,0
141745202400000,,EXEMPT,CITY PROPERTY,1868,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.114,,,,,,,,,0,0,0,0,0,0
141745300100000,,EXEMPT,CITY PROPERTY,1860,8TH ST NW,CEDAR RAPIDS CITY OF,0.155,,,,,,,,,0,0,0,0,0,0
141745300500000,,EXEMPT,CITY PROPERTY,1800,8TH ST NW,CEDAR RAPIDS CITY OF,0.204,,,,,,,,,0,0,0,0,0,0
141745300600000,,EXEMPT,CITY PROPERTY,1810,8TH ST NW,CEDAR RAPIDS CITY OF,0.164,,,,,,,,,0,0,0,0,0,0
141745300700000,,EXEMPT,CITY PROPERTY,1814,8TH ST NW,CEDAR RAPIDS CITY OF,0.164,,,,,,,,,0,0,0,0,0,0
141745300800000,,EXEMPT,CITY PROPERTY,1818,8TH ST NW,CEDAR RAPIDS CITY OF,0.149,,,,,,,,,0,0,0,0,0,0
141745300900000,,EXEMPT,CITY PROPERTY,1824,8TH ST NW,CEDAR RAPIDS CITY OF,0.164,,,,,,,,,0,0,0,0,0,0
141745301000000,,EXEMPT,CITY PROPERTY,1828,8TH ST NW,CEDAR RAPIDS CITY OF,0.164,,,,,,,,,0,0,0,0,0,0
141745301100000,,EXEMPT,CITY PROPERTY,1832,8TH ST NW,CEDAR RAPIDS CITY OF,0.164,,,,,,,,,0,0,0,0,0,0
141745301200000,,EXEMPT,CITY PROPERTY,1836,8TH ST NW,CEDAR RAPIDS CITY OF,0.164,,,,,,,,,0,0,0,0,0,0
141745301300000,,EXEMPT,CITY PROPERTY,1840,8TH ST NW,CEDAR RAPIDS CITY OF,0.164,,,,,,,,,0,0,0,0,0,0
141745301500000,,EXEMPT,CITY PROPERTY,1848,8TH ST NW,CEDAR RAPIDS CITY OF,0.149,,,,,,,,,0,0,0,0,0,0
141745301600000,,EXEMPT,CITY PROPERTY,1852,8TH ST NW,CEDAR RAPIDS CITY OF,0.164,,,,,,,,,0,0,0,0,0,0
141747600100000,,EXEMPT,CITY PROPERTY,1837,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.354,,,,,,,,,0,0,0,0,0,0
141747600200000,,EXEMPT,CITY PROPERTY,1825,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.548,,,,,,,,,0,0,0,0,0,0
141747600400000,,EXEMPT,CITY PROPERTY,1817,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.262,,,,,,,,,0,0,0,0,0,0
141747600500000,,EXEMPT,CITY PROPERTY,1815,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.295,,,,,,,,,0,0,0,0,0,0
141810100100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,44.11,,,,,,,,,0,0,0,0,0,0
141815105300000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,19.7,,,,,,,,,0,0,0,0,0,0
141817600100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,38.75,,,,,,,,,0,0,0,0,0,0
141820100200000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,5.95,,,,,,,,,0,0,0,0,0,0
141822600100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,4.37,,,,,,,,,0,0,0,0,0,0
141822600400000,,EXEMPT,CITY PROPERTY,3326,ELLIS RD NW,CEDAR RAPIDS CITY OF,0.388,,,,,,,,,0,0,0,0,0,0
141822600500000,,EXEMPT,CITY PROPERTY,3334,ELLIS RD NW,CEDAR RAPIDS CITY OF,0.452,,,,,,,,,0,0,0,0,0,0
141822600700000,VACANT LAND,EXEMPT,CITY PROPERTY,3338,ELLIS RD NW,CEDAR RAPIDS CITY OF,0.771,,,,,,,,,0,0,0,0,0,0
141822800100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,4.0,,,,,,,,,0,0,0,0,0,0
141840101700000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,2.5,,,,,,,,,0,0,0,0,0,0
141840102100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,3.59,,,,,,,,,0,0,0,0,0,0
141847603000000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,2.96,,,,,,,,,0,0,0,0,0,0
141922803800000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.149,,,,,,,,,0,0,0,0,0,0
141940100100000,,EXEMPT,CITY PROPERTY,1101,19TH ST NW,CEDAR RAPIDS CITY OF,19.83,,,,,,,,,0,0,0,0,0,0
141945500300000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.316,,,,,,,,,0,0,0,0,0,0
141945601700000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,,,,,,,,,,0,0,0,0,0,0
141947900100000,,EXEMPT,CITY PROPERTY,730,19TH ST NW,CEDAR RAPIDS CITY OF,0.193,,,,,,,,,0,0,0,0,0,0
142010100100000,,EXEMPT,CITY PROPERTY,1735,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.195,,,,,,,,,0,0,0,0,0,0
142010100400000,,EXEMPT,CITY PROPERTY,1725,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.324,,,,,,,,,0,0,0,0,0,0
142010100600000,,EXEMPT,CITY PROPERTY,1717,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.453,,,,,,,,,0,0,0,0,0,0
142010100700000,,EXEMPT,CITY PROPERTY,1715,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.44,,,,,,,,,0,0,0,0,0,0
142010101100000,,EXEMPT,CITY PROPERTY,600,PENN AVE NW,CEDAR RAPIDS CITY OF,0.12,,,,,,,,,0,0,0,0,0,0
142010101400000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.02,,,,,,,,,0,0,0,0,0,0
142010200100000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.2118,,,,,,,,,0,0,0,0,0,0
142010200200000,,EXEMPT,CITY PROPERTY,1600,1ST ST NW,CEDAR RAPIDS CITY OF,0.15,,,,,,,,,0,0,0,0,0,0
142010300100000,,EXEMPT,CITY PROPERTY,1626,4TH ST NW,CEDAR RAPIDS CITY OF,0.178,,,,,,,,,0,0,0,0,0,0
142010300300000,,EXEMPT,CITY PROPERTY,1631,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010300400000,,EXEMPT,CITY PROPERTY,1627,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010300500000,,EXEMPT,CITY PROPERTY,1617,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010300600000,,EXEMPT,CITY PROPERTY,1611,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010300700000,,EXEMPT,CITY PROPERTY,1605,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010300800000,,EXEMPT,CITY PROPERTY,1601,5TH ST NW,CEDAR RAPIDS CITY OF,0.086,,,,,,,,,0,0,0,0,0,0
142010300900000,,EXEMPT,CITY PROPERTY,414,O AVE NW,CEDAR RAPIDS CITY OF,0.047,,,,,,,,,0,0,0,0,0,0
142010301000000,,EXEMPT,CITY PROPERTY,1602,4TH ST NW,CEDAR RAPIDS CITY OF,0.132,,,,,,,,,0,0,0,0,0,0
142010301100000,,EXEMPT,CITY PROPERTY,1604,4TH ST NW,CEDAR RAPIDS CITY OF,0.153,,,,,,,,,0,0,0,0,0,0
142010301200000,,EXEMPT,CITY PROPERTY,1608,4TH ST NW,CEDAR RAPIDS CITY OF,0.141,Detached Structures Only,,2010,,,,,,0,0,0,0,0,0
142010301300000,,EXEMPT,CITY PROPERTY,1616,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010301400000,,EXEMPT,CITY PROPERTY,1622,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,Single-Family,Salvage,1905,570.0,,,,,0,0,0,0,0,0
142010301500000,,EXEMPT,CITY PROPERTY,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010400100000,,EXEMPT,CITY PROPERTY,1668,1ST ST NW,CEDAR RAPIDS CITY OF,0.164,Detached Structures Only,Salvage,2000,,,,,,0,0,0,0,0,0
142010400300000,,EXEMPT,CITY PROPERTY,1669,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,Detached Structures Only,,1918,,,,,,0,0,0,0,0,0
142010400400000,,EXEMPT,CITY PROPERTY,1659,6TH ST NW,CEDAR RAPIDS CITY OF,0.294,,,,,,,,,0,0,0,0,0,0
142010400500000,,EXEMPT,CITY PROPERTY,1649,6TH ST NW,CEDAR RAPIDS CITY OF,0.22,,,,,,,,,0,0,0,0,0,0
142010400600000,,EXEMPT,CITY PROPERTY,1641,6TH ST NW,CEDAR RAPIDS CITY OF,0.22,,,,,,,,,0,0,0,0,0,0
142010400700000,,EXEMPT,CITY PROPERTY,1637,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010400800000,,EXEMPT,CITY PROPERTY,1629,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,Detached Structures Only,,2010,,,,,,0,0,0,0,0,0
142010400900000,,EXEMPT,CITY PROPERTY,1627,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010401000000,,EXEMPT,CITY PROPERTY,1617,6TH ST NW,CEDAR RAPIDS CITY OF,0.294,,,,,,,,,0,0,0,0,0,0
142010401100000,,EXEMPT,CITY PROPERTY,1607,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,Detached Structures Only,,2010,,,,,,0,0,0,0,0,0
142010401200000,,EXEMPT,CITY PROPERTY,1605,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010401300000,,EXEMPT,CITY PROPERTY,1601,6TH ST NW,CEDAR RAPIDS CITY OF,0.132,,,,,,,,,0,0,0,0,0,0
142010401400000,,EXEMPT,CITY PROPERTY,1600,5TH ST NW,CEDAR RAPIDS CITY OF,0.132,,,,,,,,,0,0,0,0,0,0
142010401500000,,EXEMPT,CITY PROPERTY,1606,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010401600000,,EXEMPT,CITY PROPERTY,1612,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010401700000,,EXEMPT,CITY PROPERTY,1618,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010401800000,,EXEMPT,CITY PROPERTY,1622,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010401900000,,EXEMPT,CITY PROPERTY,1626,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010402100000,,EXEMPT,CITY PROPERTY,1638,5TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010402200000,,EXEMPT,CITY PROPERTY,1642,5TH ST NW,CEDAR RAPIDS CITY OF,0.176,,,,,,,,,0,0,0,0,0,0
142010402300000,,EXEMPT,CITY PROPERTY,1652,5TH ST NW,CEDAR RAPIDS CITY OF,0.265,Detached Structures Only,,1857,,,,,,0,0,0,0,0,0
142010402400000,,EXEMPT,CITY PROPERTY,1664,1ST ST NW,CEDAR RAPIDS CITY OF,0.128,,,,,,,,,0,0,0,0,0,0
142010500100000,,EXEMPT,CITY PROPERTY,1670,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,1915,,,,,,0,0,0,0,0,0
142010500200000,,EXEMPT,CITY PROPERTY,1659,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010500300000,,EXEMPT,CITY PROPERTY,1655,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010500400000,,EXEMPT,CITY PROPERTY,1653,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010500500000,,EXEMPT,CITY PROPERTY,1649,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.367,,,,,,,,,0,0,0,0,0,0
142010500600000,,EXEMPT,CITY PROPERTY,1643,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.22,,,,,,,,,0,0,0,0,0,0
142010500700000,,EXEMPT,CITY PROPERTY,1641,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010500900000,,EXEMPT,CITY PROPERTY,1627,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010501000000,,EXEMPT,CITY PROPERTY,1621,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010501100000,,EXEMPT,CITY PROPERTY,1617,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010501200000,,EXEMPT,CITY PROPERTY,1611,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010501300000,,EXEMPT,CITY PROPERTY,1607,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010501500000,,EXEMPT,CITY PROPERTY,616,O AVE NW,CEDAR RAPIDS CITY OF,0.07,,,,,,,,,0,0,0,0,0,0
142010501600000,,EXEMPT,CITY PROPERTY,1600,6TH ST NW,CEDAR RAPIDS CITY OF,0.132,,,,,,,,,0,0,0,0,0,0
142010501700000,,EXEMPT,CITY PROPERTY,1606,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010501800000,,EXEMPT,CITY PROPERTY,1616,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010501900000,,EXEMPT,CITY PROPERTY,1618,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010502000000,,EXEMPT,CITY PROPERTY,1624,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010502100000,,EXEMPT,CITY PROPERTY,1626,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010502200000,,EXEMPT,CITY PROPERTY,1630,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010502300000,,EXEMPT,CITY PROPERTY,1636,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010502400000,,EXEMPT,CITY PROPERTY,1640,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010502500000,,EXEMPT,CITY PROPERTY,1646,6TH ST NW,CEDAR RAPIDS CITY OF,0.22,,,,,,,,,0,0,0,0,0,0
142010502600000,,EXEMPT,CITY PROPERTY,1656,6TH ST NW,CEDAR RAPIDS CITY OF,0.22,,,,,,,,,0,0,0,0,0,0
142010502700000,,EXEMPT,CITY PROPERTY,1662,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142010502800000,,EXEMPT,CITY PROPERTY,1668,6TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142012600200000,,EXEMPT,CITY PROPERTY,719,Q AVE NW,CEDAR RAPIDS CITY OF,0.084,,,,,,,,,0,0,0,0,0,0
142012600300000,,EXEMPT,CITY PROPERTY,721,Q AVE NW,CEDAR RAPIDS CITY OF,0.084,,,,,,,,,0,0,0,0,0,0
142012600400000,,EXEMPT,CITY PROPERTY,1733,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142012600500000,,EXEMPT,CITY PROPERTY,1727,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142012600600000,,EXEMPT,CITY PROPERTY,1723,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142012600700000,,EXEMPT,CITY PROPERTY,1717,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142012600800000,,EXEMPT,CITY PROPERTY,1713,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142012601200000,,EXEMPT,CITY PROPERTY,1708,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.118,,,,,,,,,0,0,0,0,0,0
142012601300000,,EXEMPT,CITY PROPERTY,1714,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,Detached Structures Only,,1937,,,,,,0,0,0,0,0,0
142012601400000,,EXEMPT,CITY PROPERTY,1718,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142012700600000,,EXEMPT,CITY PROPERTY,822,PENN AVE NW,CEDAR RAPIDS CITY OF,0.17,,,,,,,,,0,0,0,0,0,0
142012700700000,,EXEMPT,CITY PROPERTY,816,PENN AVE NW,CEDAR RAPIDS CITY OF,0.169,,,,,,,,,0,0,0,0,0,0
142012701100000,,EXEMPT,CITY PROPERTY,1716,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142012701300000,,EXEMPT,CITY PROPERTY,1726,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142013000100000,,EXEMPT,CITY PROPERTY,1674,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.159,Detached Structures Only,,1927,,,,,,0,0,0,0,0,0
142013000200000,,EXEMPT,CITY PROPERTY,1673,8TH ST NW,CEDAR RAPIDS CITY OF,0.159,,,,,,,,,0,0,0,0,0,0
142013000400000,,EXEMPT,CITY PROPERTY,1657,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142013000600000,,EXEMPT,CITY PROPERTY,1645,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142013000900000,,EXEMPT,CITY PROPERTY,1633,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142013001200000,,EXEMPT,CITY PROPERTY,1619,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142013001400000,,EXEMPT,CITY PROPERTY,712,O AVE NW,CEDAR RAPIDS CITY OF,0.147,Single-Family,1 Story Frame,1900,716.0,,,,,0,0,0,0,0,0
142013001500000,,EXEMPT,CITY PROPERTY,710,O AVE NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142013001700000,,EXEMPT,CITY PROPERTY,1606,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142013001800000,,EXEMPT,CITY PROPERTY,1614,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142013001900000,,EXEMPT,CITY PROPERTY,1618,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142013002000000,,EXEMPT,CITY PROPERTY,1626,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.22,,,,,,,,,0,0,0,0,0,0
142013002100000,,EXEMPT,CITY PROPERTY,1628,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.11,,,,,,,,,0,0,0,0,0,0
142013002200000,,EXEMPT,CITY PROPERTY,1632,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.11,,,,,,,,,0,0,0,0,0,0
142013002300000,,EXEMPT,CITY PROPERTY,1634,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142013002400000,,EXEMPT,CITY PROPERTY,1642,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142013002500000,,EXEMPT,CITY PROPERTY,1646,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142013002800000,,EXEMPT,CITY PROPERTY,1654,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142013102400000,,EXEMPT,CITY PROPERTY,1654,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142013102500000,,EXEMPT,CITY PROPERTY,1658,8TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142015500900000,,EXEMPT,CITY PROPERTY,1309,8TH ST NW,CEDAR RAPIDS CITY OF,0.229,Two-Family Conversion,2 Story Frame,1905,1331.0,,,,,0,0,0,0,0,0
142015501100000,VACANT LAND,EXEMPT,CITY PROPERTY,726,L AVE NW,CEDAR RAPIDS CITY OF,0.5876,,,,,,,,,0,0,0,0,0,0
142015501300000,,EXEMPT,CITY PROPERTY,1310,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.118,,,,,,,,,0,0,0,0,0,0
142015501500000,,EXEMPT,CITY PROPERTY,1320,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.118,,,,,,,,,0,0,0,0,0,0
142015501600000,WAREHOUSE,EXEMPT,CITY PROPERTY,1324,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.1175,,,,,,,,,0,0,0,0,0,0
142015501700000,,EXEMPT,CITY PROPERTY,1328,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.118,,,,,,,,,0,0,0,0,0,0
142015501800000,,EXEMPT,CITY PROPERTY,1332,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.1469,,,,,,,,,0,0,0,0,0,0
142015501900000,,EXEMPT,CITY PROPERTY,1336,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.07,,,,,,,,,0,0,0,0,0,0
142015502000000,,EXEMPT,CITY PROPERTY,1338,ELLIS BLVD NW,CEDAR RAPIDS CITY OF,0.085,,,,,,,,,0,0,0,0,0,0
142017600100000,,EXEMPT,CITY PROPERTY,107,O AVE NW,CEDAR RAPIDS CITY OF,0.083,,,,,,,,,0,0,0,0,0,0
142017600200000,,EXEMPT,CITY PROPERTY,1531,4TH ST NW,CEDAR RAPIDS CITY OF,0.132,Detached Structures Only,,2002,,,,,,0,0,0,0,0,0
142017600300000,,EXEMPT,CITY PROPERTY,1527,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017600400000,,EXEMPT,CITY PROPERTY,1523,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017600500000,,EXEMPT,CITY PROPERTY,1517,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017600600000,,EXEMPT,CITY PROPERTY,1513,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017600700000,,EXEMPT,CITY PROPERTY,1509,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017600800000,,EXEMPT,CITY PROPERTY,1503,4TH ST NW,CEDAR RAPIDS CITY OF,0.147,,,,,,,,,0,0,0,0,0,0
142017600900000,,EXEMPT,CITY PROPERTY,306,N AVE NW,CEDAR RAPIDS CITY OF,0.115,,,,,,,,,0,0,0,0,0,0
142017601000000,,EXEMPT,CITY PROPERTY,300,N AVE NW,CEDAR RAPIDS CITY OF,0.115,Single-Family,Salvage,1900,760.0,,,,,0,0,0,0,0,0
142017601100000,,EXEMPT,CITY PROPERTY,1502,1ST ST NW,CEDAR RAPIDS CITY OF,0.272,,,,,,,,,0,0,0,0,0,0
