GIS_Number,GIS_Number_2,Doing Business As,Class,Map Name,Hse#,Address,Deedholder,Acres,Residential Occupancy Type,Style Descr,Year Built,Total Living Area,Commercial Occupancy Type,Year Built_2,Gross Bldg Area,_unnamed
142932600100000,142932600100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,8.6736,,,,,,,,
142937600100000,142937600100000,,Exempt,Empty,1100,ROCKFORD RD SW,CITY OF CEDAR RAPIDS,6.7615,,,,,,,,
142937600300000,142937600300000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,1.1231,,,,,,,,
142940100200000,142940100200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,1.6013,,,,,,,,
142945200100000,142945200100000,,Exempt,Empty,1010,10TH AVE SW,CEDAR RAPIDS CITY OF,0.4154,,,,,,,,
142948301200000,142948301200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.0689,,,,,,,,
143013000300000,143013000300000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.3902,,,,,,,,
143020300100000,143020300100000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,5.7,,,,,,,,
143020400200000,143020400200000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,2.43,,,,,,,,
143020400300000,143020400300000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,2.0,,,,,,,,
143028000600000,143028000600000,,Exempt,Empty,,0 VACANT LAND NW,CITY OF CEDAR RAPIDS,0.18,,,,,,,,
143030101000000,143030101000000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,0.1384,,,,,,,,
143037700100000,143037700100000,,Exempt,Empty,0,CITY SIDEWALK SW,CITY OF CEDAR RAPIDS,0.1,,,,,,,,
143040600100000,143040600100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.1233,,,,,,,,
143045202500000,143045202500000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.2161,,,,,,,,
143045202600000,143045202600000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,2.2789,,,,,,,,
143115202900000,143115202900000,,Exempt,Empty,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,1.65,,,,,,,,
143117604900000,143117604900000,,Exempt,Empty,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,1.35,,,,,,,,
143117605000000,143117605000000,,Exempt,Empty,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,1.08,,,,,,,,
143117605700000,143117605700000,,Exempt,SW 420,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.45,,,,,,,,
143117605800000,143117605800000,,Exempt,SW 420,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,1.33,,,,,,,,
143120100200000,143120100200000,,Exempt,Empty,2604,16TH AVE SW,CEDAR RAPIDS CITY OF,1.38,,,,,,,,
143137600100000,143137600100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.1423,,,,,,,,
143137701200000,143137701200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.2064,,,,,,,,
143137702000000,143137702000000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,1.8283,,,,,,,,
143137702100000,143137702100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,1.2936,,,,,,,,
143218500200000,143218500200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.1194,,,,,,,,
143227601900000,143227601900000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.13,,,,,,,,
143227800300000,143227800300000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.2556,,,,,,,,
143227801200000,143227801200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.1283,,,,,,,,
143228000100000,143228000100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,1.8267,,,,,,,,
143228200100000,143228200100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.1252,,,,,,,,
143311000100000,143311000100000,,Exempt,Empty,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,4.5066,,,,,,,,
143312700100000,143312700100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.1775,,,,,,,,
143312700200000,143312700200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.3419,,,,,,,,
143316500600000,143316500600000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.0861,,,,,,,,
143322800100000,143322800100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,1.5725,,,,,,,,
143322800200000,143322800200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,1.8509,,,,,,,,
143332800300000,143332800300000,,Exempt,Empty,509,WILSON AVE SW,CITY OF CEDAR RAPIDS,0.1757,,,,,,,,
143340301100000,143340301100000,,Exempt,Empty,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,1.6285,,,,,,,,
143432600100000,143432600100000,,Exempt,Empty,325,WILSON AVE DR SW,CITY OF CEDAR RAPIDS,40.0191,,,,,,,,
143437602200000,143437602200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.7418,,,,,,,,
143437700200000,143437700200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,19.0063,,,,,,,,
143440100100000,143440100100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,7.0323,,,,,,,,
143445100300000,143445100300000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,43.2773,,,,,,,,
143445101600000,143445101600000,,Exempt,SW 431,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.22,,,,,,,,
143510100400000,143510100400000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,8.8605,,,,,,,,
143520200200000,143520200200000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,8.3954,,,,,,,,
143527701100000,143527701100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,5.5567,,,,,,,,
143532700100000,143532700100000,VACANT LAND / PAVING,Exempt,COMM SE,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,8.85,,,,,,,,
143532700200000,143532700200000,VACANT (PAVING ONLY),Exempt,COMM SE,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,8.04,,,,,,,,
143535100100000,143535100100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.848,,,,,,,,
143537700100000,143537700100000,CEDAR RAPIDS,Exempt,COMM SE,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,54.0,,,,,,,,
143545100100000,143545100100000,,Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,31.0225,,,,,,,,
143545200100000,143545200100000,VACANT,Exempt,COMM SE,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,12.69,,,,,,,,
143547700100000,143547700100000,,Exempt,SE 242,3019,FIR AVE SE,CEDAR RAPIDS CITY OF,1.79,,,,,,,,
143640200100000,143640200100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,186.9415,,,,,,,,
143647700100000,143647700100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,17.6063,,,,,,,,
151932603600000,151932603600000,,Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,5.32,,,,,,,,
151935103100000,151935103100000,,Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,,,,,,,,,
152935100200000,152935100200000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,25.9666,,,,,,,,
153040300100000,153040300100000,,Exempt,Empty,6665,OTIS RD SE,CITY OF CEDAR RAPIDS,5.3012,,,,,,,,
153210200100000,153210200100000,,Exempt,Empty,7525,BERTRAM RD SE,CITY OF CEDAR RAPIDS,133.9316,,,,,,,,
153222600100000,153222600100000,,Exempt,Empty,1401,CEDAR BEND LN SW,CITY OF CEDAR RAPIDS,31.1042,,,,,,,,
153325100100000,153325100100000,,Exempt,SE 246,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,10.07,,,,,,,,
153330100100000,153330100100000,,Exempt,SE 246,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,3.47,,,,,,,,
153332600100000,153332600100000,,Exempt,SE 246,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,33.67,,,,,,,,
153335100100000,153335100100000,,Exempt,SE 246,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,5.56,,,,,,,,
153337700100000,153337700100000,,Exempt,SE 246,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,2.4,,,,,,,,
190210100100000,190210100100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,26.3182,,,,,,,,
190212600100000,190212600100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,19.147,,,,,,,,
190215100100000,190215100100000,,Exempt,Empty,2727,OLD RIVER RD SW,CITY OF CEDAR RAPIDS,23.927,,,,,,,,
190217600100000,190217600100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,10.6874,,,,,,,,
190220100100000,190220100100000,VACANT LAND SE,Exempt,COMM SE,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,27.0,,,,,,,,
190222600100000,190222600100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,6.2695,,,,,,,,
190227600200000,190227600200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.6607,,,,,,,,
190310100100000,190310100100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.216,,,,,,,,
190320100100000,190320100100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,160.1244,,,,,,,,
190327600100000,190327600100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,35.1466,,,,,,,,
190327600400000,190327600400000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,8.7334,,,,,,,,
190332600300000,190332600300000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,2.358,,,,,,,,
190417900200000,190417900200000,,Exempt,Empty,28,37TH AVE SW,CITY OF CEDAR RAPIDS,4.2425,,,,,,,,
190440100100000,190440100100000,,Exempt,Empty,3702,BOWLING ST SW,CITY OF CEDAR RAPIDS,7.832,,,,,,,,
190440100200000,190440100200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,3.3121,,,,,,,,
190440100300000,190440100300000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,4.2247,,,,,,,,
190442600500000,190442600500000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,1.5671,,,,,,,,
190445100300000,190445100300000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,11.1455,,,,,,,,
190525200100000,190525200100000,,Exempt,Empty,1701,33RD AVE SW,CEDAR RAPIDS CITY OF,0.9738,,,,,,,,
190525200200000,190525200200000,,Exempt,Empty,1733,33RD AVE SW,CEDAR RAPIDS CITY OF,0.3786,,,,,,,,
190535100100000,190535100100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,8.4219,,,,,,,,
190537600200000,190537600200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,1.835,,,,,,,,
190610101500000,190610101500000,,Exempt,SW 420,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,1.95,,,,,,,,
190612600400000,190612600400000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,1.8,,,,,,,,
190620300100000,190620300100000,,Exempt,Empty,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.7863,,,,,,,,
190627601800000,190627601800000,,Exempt,SW 429,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.46,,,,,,,,
190627602800000,190627602800000,,Exempt,SW 429,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.47,,,,,,,,
190630200100000,190630200100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,42.3399,,,,,,,,
190640100200000,190640100200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,16.7905,,,,,,,,
190642600200000,190642600200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,30.8802,,,,,,,,
190645100100000,190645100100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,12.2921,,,,,,,,
190647600100000,190647600100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,19.2426,,,,,,,,
190720200100000,190720200100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,8.3609,,,,,,,,
190722600200000,190722600200000,,Exempt,Empty,4801,EDGEWOOD RD SW,CEDAR RAPIDS CITY OF,2.293,,,,,,,,
190722700100000,190722700100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,43.3004,,,,,,,,
190812700300000,190812700300000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,14.6706,,,,,,,,
190830100500000,190830100500000,,Exempt,Empty,5430,DOWNS BLVD SW,CITY OF CEDAR RAPIDS,0.8244,,,,,,,,
190830101100000,190830101100000,,Exempt,Empty,5515,WILLOW CREEK DR SW,CITY OF CEDAR RAPIDS,1.8423,,,,,,,,
190920200100000,190920200100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,5.8836,,,,,,,,
190922600100000,190922600100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,20.7497,,,,,,,,
190925100100000,190925100100000,,Exempt,Empty,442,50TH AVE CT SW,CITY OF CEDAR RAPIDS,3.3938,,,,,,,,
190930100200000,190930100200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.3437,,,,,,,,
191112700200000,191112700200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,9.9997,,,,,,,,
191120400400000,191120400400000,,Exempt,Empty,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,1.3753,,,,,,,,
191137700200000,191137700200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,5.1604,,,,,,,,
191137701600000,191137701600000,,Exempt,Empty,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,,,,,,,,,
191415700900000,191415700900000,,Exempt,SW 422,O,VACANT LAND SW,CITY OF CEDAR RAPIDS,1.6,,,,,,,,
191415801000000,191415801000000,,Exempt,SW 422,O,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.44,,,,,,,,
191417900400000,191417900400000,,Exempt,SW 422,O,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.13,,,,,,,,
191535100100000,191535100100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.0345,,,,,,,,
191610203200000,191610203200000,,Exempt,Empty,48,OKLAHOMA AVE SW,CITY OF CEDAR RAPIDS,0.3101,,,,,,,,
191610600500000,191610600500000,,Exempt,Empty,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.1415,,,,,,,,
191612701100000,191612701100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.3453,,,,,,,,
191612701200000,191612701200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,0.3459,,,,,,,,
191615200200000,191615200200000,,Exempt,SW 422,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,2.12,,,,,,,,
191615500700000,191615500700000,,Exempt,SW 422,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.72,,,,,,,,
191620100100000,191620100100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,8.8879,,,,,,,,
191620100200000,191620100200000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,5.8399,,,,,,,,
191640100400000,191640100400000,,Exempt,Empty,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,2.3188,,,,,,,,
191640100500000,191640100500000,,Exempt,Empty,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,2.4086,,,,,,,,
191647700300000,191647700300000,,Exempt,Empty,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,1.5261,,,,,,,,
191712600400000,191712600400000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,1.7449,,,,,,,,
191917600100000,191917600100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,118.0134,,,,,,,,
191920100100000,191920100100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,380.7,,,,,,,,
192022600100000,192022600100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,14.9277,,,,,,,,
192030100200000,192030100200000,,Exempt,SW 418,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,37.36,,,,,,,,
192032600100000,192032600100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,61.13,,,,,,,,
192037600200000,192037600200000,,Exempt,SW 418,1500,WRIGHT BROTHERS BLVD SW,CEDAR RAPIDS CITY OF,21.95,,,,,,,,
192037600300000,192037600300000,,Exempt,SW 418,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,13.22,,,,,,,,
192920100400000,192920100400000,,Exempt,Empty,9505,18TH ST SW,CITY OF CEDAR RAPIDS,155.7365,,,,,,,,
193010100100000,193010100100000,,Exempt,Empty,2121,ARTHUR COLLINS PKWY SW,CITY OF CEDAR RAPIDS,937.9435,,,,,,,,
193020100500000,193020100500000,,Exempt,Empty,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.2193,,,,,,,,
193037600100000,193037600100000,,Exempt,Empty,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,39.0,,,,,,,,
193110100100000,193110100100000,,Exempt,Empty,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,157.0,,,,,,,,
193222600100000,193222600100000,,Exempt,Empty,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,35.5,,,,,,,,
200115601500000,200115601500000,,Exempt,Empty,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.34,,,,,,,,
200115700200000,200115700200000,,Exempt,Empty,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.59,,,,,,,,
200142900300000,200142900300000,,Exempt,Empty,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,0.5626,,,,,,,,
202410100100000,202410100100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,597.63,,,,,,,,
202525100100000,202525100100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,115.3764,,,,,,,,
202610100100000,202610100100000,,Exempt,Empty,0,VACANT LAND SW,CITY OF CEDAR RAPIDS,115.3766,,,,,,,,
202612600100000,202612600100000,,Exempt,Empty,0,VACANT LAND SW,CEDAR RAPIDS CITY OF,272.19,,,,,,,,
