GIS_Number_valuations,Map_Name_valuations,Class_valuations,2013 Land Res,2013 Land Comm,2013 Total Land,2013 Dwlg,2013 Improv,2013 Total
112637600600000,NE 160,RESIDENTIAL,28817,0,28817,227568,0,256385
112637600700000,NE 160,RESIDENTIAL,29840,0,29840,171413,0,201253
112637600800000,NE 160,RESIDENTIAL,29345,0,29345,211010,0,240355
112637600900000,NE 160,RESIDENTIAL,26671,0,26671,179849,0,206520
112637601000000,NE 160,RESIDENTIAL,29925,0,29925,222655,0,252580
112637700100000,NE 160,RESIDENTIAL,28932,0,28932,188339,0,217271
112637700200000,NE 160,RESIDENTIAL,26866,0,26866,211032,0,237898
112637700300000,NE 160,RESIDENTIAL,29200,0,29200,224635,0,253835
112637700400000,NE 160,RESIDENTIAL,29645,0,29645,194508,0,224153
112637700500000,NE 160,RESIDENTIAL,29694,0,29694,230030,0,259724
112637700600000,NE 160,RESIDENTIAL,27743,0,27743,181221,0,208964
112637700700000,NE 160,RESIDENTIAL,29283,0,29283,197716,0,226999
112637700800000,NE 160,RESIDENTIAL,26437,0,26437,205738,0,232175
112637700900000,NE 160,RESIDENTIAL,27916,0,27916,189290,0,217206
112637701000000,NE 160,RESIDENTIAL,26950,0,26950,187400,0,214350
112637701100000,NE 160,RESIDENTIAL,29988,0,29988,197262,0,227250
112637701200000,NE 160,RESIDENTIAL,29686,0,29686,232785,0,262471
112637701300000,NE 160,RESIDENTIAL,29377,0,29377,226770,0,256147
112637701400000,NE 160,RESIDENTIAL,28469,0,28469,166681,0,195150
112637701500000,NE 160,RESIDENTIAL,30680,0,30680,223852,0,254532
112637701600000,NE 160,RESIDENTIAL,30721,0,30721,193489,0,224210
112637701700000,NE 160,RESIDENTIAL,29054,0,29054,179023,0,208077
112637701800000,NE 160,RESIDENTIAL,29155,0,29155,182395,0,211550
112637701900000,NE 160,RESIDENTIAL,29260,0,29260,184872,0,214132
112637702000000,NE 160,RESIDENTIAL,27720,0,27720,195557,0,223277
112637702100000,NE 160,RESIDENTIAL,27720,0,27720,207734,0,235454
112637702200000,NE 160,RESIDENTIAL,29400,0,29400,193929,0,223329
112637702300000,NE 160,RESIDENTIAL,28392,0,28392,198782,0,227174
112637702400000,NE 160,RESIDENTIAL,29136,0,29136,185286,0,214422
112637702500000,NE 160,RESIDENTIAL,28978,0,28978,215640,0,244618
112637702600000,NE 160,RESIDENTIAL,30315,0,30315,197083,0,227398
112637702700000,NE 160,RESIDENTIAL,28946,0,28946,208754,0,237700
112637800100000,NE 160,RESIDENTIAL,28560,0,28560,216134,0,244694
112637800200000,NE 160,RESIDENTIAL,27132,0,27132,214274,0,241406
112637800300000,NE 160,RESIDENTIAL,29631,0,29631,219344,0,248975
112637800400000,NE 160,RESIDENTIAL,29047,0,29047,245357,0,274404
112637800500000,NE 160,RESIDENTIAL,28679,0,28679,235425,0,264104
112637800600000,NE 160,RESIDENTIAL,29370,0,29370,211905,0,241275
112637800700000,NE 160,RESIDENTIAL,28233,0,28233,216522,0,244755
112637800800000,NE 160,RESIDENTIAL,28053,0,28053,181418,0,209471
112637800900000,NE 160,RESIDENTIAL,28700,0,28700,218987,0,247687
112637801000000,NE 160,RESIDENTIAL,29223,0,29223,201117,0,230340
112637801100000,NE 160,RESIDENTIAL,30356,0,30356,213989,0,244345
112637801200000,NE 160,RESIDENTIAL,28583,0,28583,205462,0,234045
112637801300000,NE 160,RESIDENTIAL,28382,0,28382,214805,0,243187
112637801400000,NE 160,RESIDENTIAL,28000,0,28000,213168,0,241168
112637801500000,NE 160,RESIDENTIAL,28000,0,28000,200752,0,228752
112637801600000,NE 160,RESIDENTIAL,26984,0,26984,206842,0,233826
112637801700000,NE 160,RESIDENTIAL,28827,0,28827,197184,0,226011
112637801800000,NE 160,RESIDENTIAL,28916,0,28916,206049,0,234965
112637801900000,NE 160,RESIDENTIAL,29825,0,29825,192287,0,222112
112637802000000,NE 160,RESIDENTIAL,28560,0,28560,186980,0,215540
112637900100000,NE 160,RESIDENTIAL,30047,0,30047,229953,0,260000
112637900200000,NE 160,RESIDENTIAL,28541,0,28541,200877,0,229418
112637900300000,NE 160,RESIDENTIAL,29006,0,29006,206734,0,235740
112637900400000,NE 160,RESIDENTIAL,28009,0,28009,195268,0,223277
112637900500000,NE 160,RESIDENTIAL,29274,0,29274,196041,0,225315
112637900600000,NE 160,RESIDENTIAL,30307,0,30307,170940,0,201247
112637900700000,NE 160,RESIDENTIAL,29000,0,29000,198302,0,227302
112637900800000,NE 160,RESIDENTIAL,28280,0,28280,210987,0,239267
112637900900000,NE 160,RESIDENTIAL,31462,0,31462,250885,0,282347
112637901000000,NE 160,RESIDENTIAL,29662,0,29662,260597,0,290259
112638000100000,NE 160,RESIDENTIAL,29925,0,29925,201320,0,231245
112638000200000,NE 160,RESIDENTIAL,26600,0,26600,220987,0,247587
112638000300000,NE 160,RESIDENTIAL,29400,0,29400,192372,0,221772
112638000400000,NE 160,RESIDENTIAL,28000,0,28000,193241,0,221241
112638000500000,NE 160,RESIDENTIAL,28000,0,28000,189437,0,217437
112638100100000,NE 160,RESIDENTIAL,31424,0,31424,190091,0,221515
112638100200000,NE 160,RESIDENTIAL,29925,0,29925,160448,0,190373
112638100300000,NE 160,RESIDENTIAL,29568,0,29568,176978,0,206546
112638100400000,NE 160,RESIDENTIAL,30000,0,30000,202591,0,232591
112638100500000,NE 160,RESIDENTIAL,28185,0,28185,199941,0,228126
112638100600000,NE 160,RESIDENTIAL,27132,0,27132,187765,0,214897
112638100700000,NE 160,RESIDENTIAL,28560,0,28560,197260,0,225820
112638100800000,NE 160,RESIDENTIAL,28502,0,28502,179017,0,207519
112638100900000,NE 160,RESIDENTIAL,27190,0,27190,153366,0,180556
112638101000000,NE 160,RESIDENTIAL,28560,0,28560,177170,0,205730
112638101100000,NE 160,RESIDENTIAL,28560,0,28560,191004,0,219564
112638101200000,NE 160,RESIDENTIAL,27132,0,27132,205758,0,232890
112638101300000,NE 160,RESIDENTIAL,29988,0,29988,190617,0,220605
112638101400000,NE 160,RESIDENTIAL,28560,0,28560,200139,0,228699
112638101500000,NE 160,RESIDENTIAL,28560,0,28560,204849,0,233409
112638101600000,NE 160,RESIDENTIAL,27720,0,27720,204950,0,232670
112638101700000,NE 160,RESIDENTIAL,30030,0,30030,152939,0,182969
112638200100000,NE 160,RESIDENTIAL,30522,0,30522,195695,0,226217
112638200200000,NE 160,RESIDENTIAL,25100,0,25100,177126,0,202226
112638200300000,NE 160,RESIDENTIAL,29252,0,29252,212704,0,241956
112638200400000,NE 160,RESIDENTIAL,30430,0,30430,176728,0,207158
112638200500000,NE 160,RESIDENTIAL,29457,0,29457,205075,0,234532
112638200600000,NE 160,RESIDENTIAL,29512,0,29512,179659,0,209171
112638200700000,NE 160,RESIDENTIAL,29988,0,29988,193318,0,223306
112638200800000,NE 160,RESIDENTIAL,27132,0,27132,184183,0,211315
112638200900000,NE 160,RESIDENTIAL,27132,0,27132,194073,0,221205
112638201000000,NE 160,RESIDENTIAL,29988,0,29988,210046,0,240034
112638201100000,NE 160,RESIDENTIAL,31118,0,31118,247630,0,278748
112638201200000,NE 160,RESIDENTIAL,29988,0,29988,221662,0,251650
112638201300000,NE 160,RESIDENTIAL,28203,0,28203,216779,0,244982
112638201400000,NE 160,RESIDENTIAL,26061,0,26061,177899,0,203960
112638201500000,NE 160,RESIDENTIAL,29988,0,29988,187546,0,217534
112638201600000,NE 160,RESIDENTIAL,27132,0,27132,203882,0,231014
112638201700000,NE 160,RESIDENTIAL,29047,0,29047,201605,0,230652
112638201800000,NE 160,RESIDENTIAL,30953,0,30953,193775,0,224728
112638201900000,NE 160,RESIDENTIAL,31450,0,31450,229041,0,260491
112638202000000,NE 160,RESIDENTIAL,28560,0,28560,162772,0,191332
112638202100000,NE 160,RESIDENTIAL,28560,0,28560,153010,0,181570
112638202200000,NE 160,RESIDENTIAL,28560,0,28560,202322,0,230882
112638202300000,NE 160,RESIDENTIAL,30430,0,30430,208443,0,238873
112638300100000,NE 160,RESIDENTIAL,29792,0,29792,194271,0,224063
112638300200000,NE 160,RESIDENTIAL,29792,0,29792,188934,0,218726
112712600400000,NE 110,RESIDENTIAL,49600,0,49600,226409,0,276009
112712600500000,NE 110,RESIDENTIAL,51750,0,51750,160497,0,212247
112712600600000,NE 110,RESIDENTIAL,53750,0,53750,222194,0,275944
112712700200000,NE 173,RESIDENTIAL,48107,0,48107,179942,0,228049
112712700300000,NE 173,RESIDENTIAL,46283,0,46283,242814,0,289097
112712700400000,NE 173,RESIDENTIAL,46283,0,46283,212594,0,258877
112712700500000,NE 173,RESIDENTIAL,46283,0,46283,222823,0,269106
112712800100000,NE 173,RESIDENTIAL,48620,0,48620,218912,0,267532
112715200100000,NE 101,AG LAND,26439,0,26439,0,0,26439
112715200200000,NE 173,RESIDENTIAL,59796,0,59796,251095,0,310891
112715200300000,NE 173,RESIDENTIAL,52470,0,52470,259669,0,312139
112715200400000,NE 173,RESIDENTIAL,71058,0,71058,273585,0,344643
112715200500000,NE 173,RESIDENTIAL,47218,0,47218,189515,0,236733
112715200600000,NE 173,RESIDENTIAL,48620,0,48620,234334,0,282954
112715200700000,NE 173,RESIDENTIAL,53387,0,53387,237105,0,290492
112715200800000,NE 173,RESIDENTIAL,45760,0,45760,229619,0,275379
112715200900000,NE 173,RESIDENTIAL,45760,0,45760,243342,0,289102
112715201000000,NE 173,RESIDENTIAL,45760,0,45760,242529,0,288289
112715201100000,NE 173,RESIDENTIAL,45760,0,45760,259040,0,304800
112715201200000,NE 173,RESIDENTIAL,45760,0,45760,226059,0,271819
112715201300000,NE 173,RESIDENTIAL,45760,0,45760,240815,0,286575
112715201400000,NE 173,RESIDENTIAL,50490,0,50490,251355,0,301845
112715201500000,NE 173,RESIDENTIAL,62770,0,62770,246588,0,309358
112715201600000,NE 173,RESIDENTIAL,60048,0,60048,235382,0,295430
112715201700000,NE 173,RESIDENTIAL,225,0,225,0,0,225
112715201800000,NE 173,RESIDENTIAL,62729,0,62729,243242,0,305971
112715201900000,NE 173,RESIDENTIAL,56940,0,56940,253338,0,310278
112715202000000,NE 173,RESIDENTIAL,48620,0,48620,254337,0,302957
112715202100000,NE 173,RESIDENTIAL,46130,0,46130,248568,0,294698
112715202200000,NE 173,RESIDENTIAL,61371,0,61371,253390,0,314761
112715202300000,NE 173,RESIDENTIAL,75295,0,75295,328807,0,404102
112715202400000,NE 173,RESIDENTIAL,59253,0,59253,245321,0,304574
112715202500000,NE 173,RESIDENTIAL,52515,0,52515,261139,0,313654
112715202600000,NE 173,RESIDENTIAL,318,0,318,0,0,318
112715300100000,NE 173,RESIDENTIAL,48895,0,48895,237343,0,286238
112715300200000,NE 173,RESIDENTIAL,48739,0,48739,217011,0,265750
112715300300000,NE 173,RESIDENTIAL,45760,0,45760,230105,0,275865
112715300400000,NE 173,RESIDENTIAL,45320,0,45320,250846,0,296166
112715300500000,NE 173,RESIDENTIAL,193,0,193,0,0,193
112715300600000,NE 173,RESIDENTIAL,192,0,192,0,0,192
112715300700000,NE 173,RESIDENTIAL,191,0,191,0,0,191
112715300800000,NE 173,RESIDENTIAL,44880,0,44880,237152,0,282032
112715300900000,NE 173,RESIDENTIAL,44880,0,44880,235486,0,280366
112715301000000,NE 173,RESIDENTIAL,51333,0,51333,244263,0,295596
112715301100000,NE 173,RESIDENTIAL,54230,0,54230,247738,0,301968
112715301200000,NE 173,RESIDENTIAL,55440,0,55440,221283,0,276723
112715301300000,NE 173,RESIDENTIAL,60236,0,60236,256923,0,317159
112715400100000,NE 173,RESIDENTIAL,245,0,245,0,0,245
112715400200000,NE 173,RESIDENTIAL,214,0,214,0,0,214
112715400300000,NE 173,RESIDENTIAL,218,0,218,0,0,218
112715400400000,NE 173,RESIDENTIAL,46750,0,46750,224093,0,270843
112715400500000,NE 173,RESIDENTIAL,46750,0,46750,224690,0,271440
112715400600000,NE 173,RESIDENTIAL,46750,0,46750,221840,0,268590
112715400700000,NE 173,RESIDENTIAL,186,0,186,0,0,186
112715400800000,NE 173,RESIDENTIAL,46750,0,46750,246605,0,293355
112715400900000,NE 173,RESIDENTIAL,46750,0,46750,232419,0,279169
112715401000000,NE 173,RESIDENTIAL,46750,0,46750,258204,0,304954
112715401100000,NE 173,RESIDENTIAL,46750,0,46750,201904,0,248654
112715401200000,NE 173,RESIDENTIAL,46750,0,46750,211314,0,258064
112715401300000,NE 173,RESIDENTIAL,58542,0,58542,204312,0,262854
112717700100000,NE 101,AG LAND,19043,0,19043,0,0,19043
112720401600000,SCHOOL,EXEMPT,0,0,0,0,0,0
112720401800000,SCHOOL,EXEMPT,0,0,0,0,0,0
112720402000000,NE 101,AG LAND,13503,0,13503,0,0,13503
112722600500000,NE 175,AG LAND,13530,0,13530,0,0,13530
112722700100000,NE 175,RESIDENTIAL,29430,0,29430,151912,0,181342
112722700200000,NE 175,RESIDENTIAL,28253,0,28253,144177,0,172430
