GIS_Number,Doing_Business_As,Class,Map Name,Hse#,Address,Deedholder,Acres,Residential Occupancy Type,Style Descr,Year Built,Total Living Area,Commercial Occupancy Type,Year Built_2,Gross Bldg Area,_unnamed,2012 Land Res,2012 Land Comm,2012 Land Total,2012 Dwlg,2012 Improv,2012 Total,GIS_Number_valuations,Map_Name_valuations,Class_valuations,2008 Land,2008 Dwlg,2008 Improv,2008 total,GIS_Number_valuations,Map_Name_valuations,Class_valuations,2016 Land Res,2016 Land Comm,2016 Land Total,2016 Dwlg,2016 Improv,2016 Total
142140800900000,,Exempt,CITY PROPERTY,705,1ST AVE SE,CEDAR RAPIDS CITY OF,1.03,,,,,Auto / Impl. Showroom & Sales,1969,1876-01-01,,0,0,0,0,0,0,,,,,,,,142140800900000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142140801000000,,Exempt,CITY PROPERTY,706,2ND AVE SE,CEDAR RAPIDS CITY OF,1.03,,,,,,,,,0,0,0,0,0,0,,,,,,,,142140801000000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142142800300000,LAND USED BY CARGIL,Industrial,EQUIPMENT MFG;INDUST,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.29,,,,,,,,,0,39150,39150,0,0,39150,,,,,,,,142142800300000,EQUIPMENT MFG;INDUST,INDUSTRIAL,0,29000,29000,0,0,29000
142145500200000,,Exempt,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.7713,,,,,,,,,0,0,0,0,0,0,142145500200000,Empty,Exempt,0,0,0,0,142145500200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142145500300000,,Exempt,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,,,,,,,,,,0,0,0,0,0,0,142145500300000,Empty,Exempt,0,0,0,0,142145500300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142145900100000,,Exempt,CITY PROPERTY,428,3RD AVE SE,CEDAR RAPIDS CITY OF,0.7713,,,,,,,,,0,0,0,0,0,0,142145900100000,Empty,Exempt,0,0,0,0,142145900100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142145900500000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.386,,,,,,,,,0,0,0,0,0,0,142145900500000,Empty,Exempt,0,0,0,0,142145900500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142146000100000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.2893,,,,,,,,,0,0,0,0,0,0,142146000100000,Empty,Exempt,0,0,0,0,142146000100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142146000200000,,Exempt,CITY PROPERTY,325,1ST AVE SE,CEDAR RAPIDS CITY OF,0.3214,,,,,,,,,0,0,0,0,0,0,142146000200000,Empty,Exempt,0,0,0,0,142146000200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142146000300000,IOWA THEATRE BUILDING PARKING,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.2571,,,,,,,,,0,0,0,0,0,0,142146000300000,COMM CTRL CORE,Commercial,181440,0,9202,190642,142146000300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142146001200000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.02,,,,,,,,,0,0,0,0,0,0,,,,,,,,142146001200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142146001300000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.02,,,,,,,,,0,0,0,0,0,0,,,,,,,,142146001300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142146100100000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,4.132,,,,,,,,,0,0,0,0,0,0,142146100100000,Empty,Exempt,0,0,0,0,142146100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142146401001000,UNIT 1 - VACANT,Exempt,CITY PROPERTY,219,2ND AVE SE,CEDAR RAPIDS CITY OF,,,,,,Store - Retail Small,1905,5708-01-01,,0,0,0,0,0,0,142146401001000,COMM CTRL CORE,Commercial,40257,0,285636,325893,142146401001000,SMALL RET; CTRL CR,COMMERCIAL,0,40300,40300,0,249200,289500
142146500100000,,Exempt,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
142220500100000,,Exempt,CITY PROPERTY,1556,B AVE NE,CEDAR RAPIDS CITY OF,0.2185,,,,,,,,,0,0,0,0,0,0,142220500100000,Empty,Exempt,0,0,0,0,142220500100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142221301100000,,Exempt,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.012,,,,,,,,,0,0,0,0,0,0,142221301100000,Empty,Exempt,0,0,0,0,142221301100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142223000800000,,Exempt,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.064,,,,,,,,,0,0,0,0,0,0,142223000800000,Empty,Exempt,0,0,0,0,142223000800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142223202200000,,Exempt,CITY PROPERTY,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.129,,,,,,,,,0,0,0,0,0,0,142223202200000,Empty,Exempt,0,0,0,0,142223202200000,VACANT LAND,EXEMPT,0,11200,11200,0,1500,12700
142223202300000,,Exempt,CITY PROPERTY,1424,B AVE NE,CEDAR RAPIDS CITY OF,0.193,,,,,,,,,0,0,0,0,0,0,142223202300000,Empty,Exempt,0,0,0,0,142223202300000,APARTMENT,EXEMPT,0,16800,16800,0,322000,338800
142227800100000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,1.23,,,,,,,,,0,0,0,0,0,0,142227800100000,Empty,Exempt,0,0,0,0,142227800100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142227901200000,CONVERSION,Exempt,CITY PROPERTY,1517,2ND AVE SE,CEDAR RAPIDS CITY OF,0.0964,Four-Family Conversion,2 Story Frame,1910-01-01,1934.0,,,,,0,0,0,0,0,0,142227901200000,CONVERSIONS,Commercial,6804,0,41867,48671,142227901200000,CONVERSION-CENT CORE,MULTI-RES,10500,0,10500,46600,0,57100
142228200100000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.15,,,,,,,,,0,0,0,0,0,0,142228200100000,Empty,Exempt,0,0,0,0,142228200100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142230600500000,CONVERSION,Exempt,CITY PROPERTY,1419,5TH AVE SE,CEDAR RAPIDS CITY OF,0.1286,,,,,,,,,0,0,0,0,0,0,142230600500000,CONVERSIONS,Commercial,9072,0,3240,12312,142230600500000,SE 231,EXEMPT,0,8400,8400,0,0,8400
142235202100000,,Exempt,CITY PROPERTY,1047,5TH AVE SE,CEDAR RAPIDS CITY OF,0.0367,,,,,,,,,0,0,0,0,0,0,142235202100000,Empty,Exempt,0,0,0,0,142235202100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142235600400000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.077,,,,,,,,,0,0,0,0,0,0,142235600400000,Empty,Exempt,0,0,0,0,142235600400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142235600500000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.047,,,,,,,,,0,0,0,0,0,0,142235600500000,Empty,Exempt,0,0,0,0,142235600500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142240500100000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.98,,,,,,,,,0,0,0,0,0,0,142240500100000,Empty,Exempt,0,0,0,0,142240500100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142240601000000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.34,,,,,,,,,0,0,0,0,0,0,142240601000000,Empty,Exempt,0,0,0,0,142240601000000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142248201000000,,Exempt,CITY PROPERTY,2000,MT VERNON RD SE,CEDAR RAPIDS CITY OF,3.284,,,,,,,,,0,0,0,0,0,0,142248201000000,Empty,Exempt,0,0,0,0,142248201000000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142312600100000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,10.04,,,,,,,,,0,0,0,0,0,0,142312600100000,Empty,Exempt,0,0,0,0,142312600100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142312600200000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,70.0,,,,,,,,,0,0,0,0,0,0,142312600200000,Empty,Exempt,0,0,0,0,142312600200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142337802700000,,Exempt,CITY PROPERTY,2416,MT VERNON RD SE,CEDAR RAPIDS CITY OF,,,,,,,,,,0,0,0,0,0,0,142337802700000,Empty,Exempt,0,0,0,0,142337802700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142412600100000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,5.54,,,,,,,,,0,0,0,0,0,0,142412600100000,Empty,Exempt,0,0,0,0,142412600100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142433001200000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.181,,,,,,,,,0,0,0,0,0,0,142433001200000,Empty,Exempt,0,0,0,0,142433001200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142442800200000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.28,,,,,,,,,0,0,0,0,0,0,142442800200000,Empty,Exempt,0,0,0,0,142442800200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142447700900000,,Exempt,CITY PROPERTY,4296,MT VERNON RD SE,CEDAR RAPIDS CITY OF,1.02,,,,,,,,,0,0,0,0,0,0,142447700900000,Empty,Exempt,0,0,0,0,142447700900000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142528003300000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,,,,,,,,,,0,0,0,0,0,0,142528003300000,Empty,Exempt,0,0,0,0,142528003300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142530102000000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,,,,,,,,,,0,0,0,0,0,0,142530102000000,Empty,Exempt,0,0,0,0,142530102000000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142542901100000,,Exempt,CITY PROPERTY,0,PARK SE,CEDAR RAPIDS CITY OF,14.32,,,,,,,,,0,0,0,0,0,0,142542901100000,Empty,Exempt,0,0,0,0,142542901100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142612603400000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.48,,,,,,,,,0,0,0,0,0,0,142612603400000,Empty,Exempt,0,0,0,0,142612603400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142617601300000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,4.82,,,,,,,,,0,0,0,0,0,0,142617601300000,Empty,Exempt,0,0,0,0,142617601300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142623001600000,,Exempt,CITY PROPERTY,1107,23RD ST SE,CEDAR RAPIDS CITY OF,0.602,,,,,,,,,0,0,0,0,0,0,142623001600000,Empty,Exempt,0,0,0,0,142623001600000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142625100100000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,76.0,,,,,,,,,0,0,0,0,0,0,142625100100000,Empty,Exempt,0,0,0,0,142625100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142632600200000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,21.0,,,,,,,,,0,0,0,0,0,0,142632600200000,Empty,Exempt,0,0,0,0,142632600200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142637700300000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,9.65,,,,,,,,,0,0,0,0,0,0,142637700300000,Empty,Exempt,0,0,0,0,142637700300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142637700400000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.46,,,,,,,,,0,0,0,0,0,0,142637700400000,Empty,Exempt,0,0,0,0,142637700400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142715500800000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.64,,,,,,,,,0,0,0,0,0,0,142715500800000,Empty,Exempt,0,0,0,0,142715500800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142715501200000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.138,,,,,,,,,0,0,0,0,0,0,142715501200000,Empty,Exempt,0,0,0,0,142715501200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142715600700000,,Exempt,CITY PROPERTY,1602,15TH AVE SE,CEDAR RAPIDS CITY OF,1.08,,,,,,,,,0,0,0,0,0,0,142715600700000,Empty,Exempt,0,0,0,0,142715600700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142715700100000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,8.793,,,,,,,,,0,0,0,0,0,0,142715700100000,Empty,Exempt,0,0,0,0,142715700100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142717600100000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,47.77,,,,,,,,,0,0,0,0,0,0,142717600100000,Empty,Exempt,0,0,0,0,142717600100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720100100000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,3.0,,,,,,,,,0,0,0,0,0,0,142720100100000,Empty,Exempt,0,0,0,0,142720100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720200400000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.128,,,,,,,,,0,0,0,0,0,0,142720200400000,Empty,Exempt,0,0,0,0,142720200400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720202200000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.129,,,,,,,,,0,0,0,0,0,0,142720202200000,Empty,Exempt,0,0,0,0,142720202200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720302100000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.052,,,,,,,,,0,0,0,0,0,0,142720302100000,Empty,Exempt,0,0,0,0,142720302100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720302200000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.067,,,,,,,,,0,0,0,0,0,0,142720302200000,Empty,Exempt,0,0,0,0,142720302200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720302300000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.026,,,,,,,,,0,0,0,0,0,0,142720302300000,Empty,Exempt,0,0,0,0,142720302300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720402700000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.048,,,,,,,,,0,0,0,0,0,0,142720402700000,Empty,Exempt,0,0,0,0,142720402700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720602600000,,Exempt,CITY PROPERTY,1025,10TH ST SE,CEDAR RAPIDS CITY OF,0.08,Single-Family,1 Story Frame,1890-01-01,888.0,,,,,0,0,0,0,0,0,142720602600000,SE 237,Exempt,0,0,0,0,142720602600000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720700900000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.129,,,,,,,,,0,0,0,0,0,0,142720700900000,Empty,Exempt,0,0,0,0,142720700900000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142720702500000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.129,,,,,,,,,0,0,0,0,0,0,142720702500000,Empty,Exempt,0,0,0,0,142720702500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142723200900000,,Exempt,CITY PROPERTY,922,8TH ST SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,,,0,0,0,0,0,0,142723200900000,SE 237,Residential,2400,0,0,2400,142723200900000,SE 237,RESIDENTIAL,6000,0,6000,0,0,6000
142724000300000,,Exempt,CITY PROPERTY,621,9TH AVE SE,CEDAR RAPIDS CITY OF,0.085,Single-Family,2 Story Frame,1890-01-01,1920.0,,,,,0,0,0,0,0,0,142724000300000,SE 237,Residential,6692,43423,0,50115,,,,,,,,,
142724000400000,,Exempt,CITY PROPERTY,617,9TH AVE SE,CEDAR RAPIDS CITY OF,0.096,Single-Family,1 1/2 Story Frame,1914-01-01,972.4,,,,,0,0,0,0,0,0,142724000400000,SE 237,Residential,6000,59295,0,65295,,,,,,,,,
142724001100000,,Exempt,CITY PROPERTY,912,6TH ST SE,CEDAR RAPIDS CITY OF,0.063,,,,,,,,,0,0,0,0,0,0,142724001100000,SE 237,Residential,5134,17100,0,22234,142724001100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142725100800000,,Exempt,CITY PROPERTY,1118,7TH ST SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,,,0,0,0,0,0,0,142725100800000,SE 237,Residential,6000,25210,0,31210,142725100800000,SE 237,RESIDENTIAL,6000,0,6000,0,0,6000
142725300300000,,Exempt,CITY PROPERTY,512,10TH AVE SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,,,0,0,0,0,0,0,142725300300000,SE 237,Residential,6000,45842,0,51842,142725300300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142725600200000,,Exempt,CITY PROPERTY,513,10TH AVE SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,,,0,0,0,0,0,0,142725600200000,SE 237,Residential,6076,17274,0,23350,142725600200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142725600300000,,Exempt,CITY PROPERTY,1002,5TH ST SE,CEDAR RAPIDS CITY OF,0.0964,,,,,,,,,0,0,0,0,0,0,142725600300000,Empty,Exempt,0,0,0,0,142725600300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142725600600000,,Exempt,CITY PROPERTY,1028,5TH ST SE,CEDAR RAPIDS CITY OF,0.129,Single-Family,Salvage,1900-01-01,888.0,,,,,0,0,0,0,0,0,142725600600000,SE 237,Residential,8000,35583,0,43583,142725600600000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142725700100000,VACANT BLDG,Exempt,CITY PROPERTY,629,12TH AVE SE,CEDAR RAPIDS CITY OF,0.0671,,,,,Shop,1931,7001-01-01,,0,0,0,0,0,0,142725700100000,Empty,Exempt,0,0,0,0,142725700100000,RESTAURANT,COMMERCIAL,0,8800,8800,0,30700,39500
142725700200000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.041,,,,,,,,,0,0,0,0,0,0,142725700200000,Empty,Exempt,0,0,0,0,142725700200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142725700300000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.8494,,,,,,,,,0,0,0,0,0,0,142725700300000,Empty,Exempt,0,0,0,0,142725700300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142725700600000,,Exempt,CITY PROPERTY,1203,7TH ST SE,CEDAR RAPIDS CITY OF,0.068,Single-Family,1 Story Frame,1890-01-01,704.0,,,,,0,0,0,0,0,0,142725700600000,SE 237,Residential,4646,18316,0,22962,142725700600000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142725900100000,,Exempt,CITY PROPERTY,400,12TH AVE SE,CEDAR RAPIDS CITY OF,4.8324,,,,,,,,,0,0,0,0,0,0,142725900100000,Empty,Exempt,0,0,0,0,,,,,,,,,
142726000800000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,1.97,,,,,,,,,0,0,0,0,0,0,142726000800000,Empty,Exempt,0,0,0,0,142726000800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142726100300000,,Exempt,CITY PROPERTY,1231,5TH ST SE,CEDAR RAPIDS CITY OF,0.197,,,,,,,,,0,0,0,0,0,0,142726100300000,SE 237,Exempt,0,0,0,0,142726100300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142726100700000,,Exempt,CITY PROPERTY,1217,5TH ST SE,CEDAR RAPIDS CITY OF,0.071,,,,,,,,,0,0,0,0,0,0,142726100700000,SE 237,Residential,2700,24652,0,27352,142726100700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142726100800000,,Exempt,CITY PROPERTY,1215,5TH ST SE,CEDAR RAPIDS CITY OF,0.071,,,,,,,,,0,0,0,0,0,0,142726100800000,SE 237,Residential,2700,18243,0,20943,142726100800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142726101000000,,Exempt,CITY PROPERTY,1209,5TH ST SE,CEDAR RAPIDS CITY OF,0.066,,,,,,,,,0,0,0,0,0,0,142726101000000,SE 237,Residential,2520,26728,0,29248,142726101000000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142726101100000,,Exempt,CITY PROPERTY,1207,5TH ST SE,CEDAR RAPIDS CITY OF,0.06,,,,,,,,,0,0,0,0,0,0,142726101100000,SE 237,Residential,2295,23349,0,25644,142726101100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142726101200000,,Exempt,CITY PROPERTY,1205,5TH ST SE,CEDAR RAPIDS CITY OF,0.056,,,,,,,,,0,0,0,0,0,0,142726101200000,SE 237,Residential,2115,18528,0,20643,142726101200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142726101300000,,Exempt,CITY PROPERTY,1201,5TH ST SE,CEDAR RAPIDS CITY OF,0.057,,,,,,,,,0,0,0,0,0,0,142726101300000,SE 237,Residential,2160,18664,0,20824,142726101300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142726101400000,,Exempt,CITY PROPERTY,415,12TH AVE SE,CEDAR RAPIDS CITY OF,3.5958,,,,,,,,,0,0,0,0,0,0,142726101400000,Empty,Exempt,0,0,0,0,,,,,,,,,
142727700400000,,Exempt,CITY PROPERTY,1248,10TH ST SE,CEDAR RAPIDS CITY OF,0.771,,,,,,,,,0,0,0,0,0,0,142727700400000,Empty,Exempt,0,0,0,0,142727700400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142727700500000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.841,,,,,,,,,0,0,0,0,0,0,142727700500000,Empty,Exempt,0,0,0,0,142727700500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142727700700000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.125,,,,,,,,,0,0,0,0,0,0,142727700700000,Empty,Exempt,0,0,0,0,142727700700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142727700800000,,Exempt,CITY PROPERTY,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,4.7,,,,,,,,,0,0,0,0,0,0,142727700800000,Empty,Exempt,0,0,0,0,142727700800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142727800100000,BENDER POOL,Exempt,CITY PROPERTY,940,14TH AVE SE,CEDAR RAPIDS CITY OF,1.736,,,,,,,,,0,0,0,0,0,0,142727800100000,Empty,Exempt,0,0,0,0,142727800100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142728200800000,,Exempt,CITY PROPERTY,908,16TH AVE SE,CEDAR RAPIDS CITY OF,0.261,,,,,,,,,0,0,0,0,0,0,142728200800000,SE 237,Residential,6380,16400,0,22780,142728200800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142728300500000,,Exempt,CITY PROPERTY,915,16TH AVE SE,CEDAR RAPIDS CITY OF,0.193,,,,,,,,,0,0,0,0,0,0,142728300500000,SE 237,Residential,6000,58147,0,64147,142728300500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142728300700000,,Exempt,CITY PROPERTY,903,16TH AVE SE,CEDAR RAPIDS CITY OF,0.193,,,,,,,,,0,0,0,0,0,0,142728300700000,SE 237,Residential,6000,35361,0,41361,142728300700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142730300500000,,Exempt,CITY PROPERTY,906,17TH AVE SE,CEDAR RAPIDS CITY OF,0.193,,,,,,,,,0,0,0,0,0,0,142730300500000,SE 237,Residential,6000,0,0,6000,142730300500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142730300600000,EASTSIDE BAR AND GRILL/WRECKED,Exempt,CITY PROPERTY,1616,9TH ST SE,CEDAR RAPIDS CITY OF,0.0964,,,,,,,,,0,0,0,0,0,0,142730300600000,COMM SE,Commercial,6804,0,16026,22830,142730300600000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142730300700000,EASTSIDE BAR AND GRILL(PARKING,Exempt,CITY PROPERTY,900,17TH AVE SE,CEDAR RAPIDS CITY OF,0.0964,,,,,,,,,0,0,0,0,0,0,142730300700000,COMM SE,Commercial,6804,0,0,6804,142730300700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142730301000000,,Exempt,CITY PROPERTY,916,17TH AVE SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,,,0,0,0,0,0,0,142730301000000,SE 237,Residential,3000,24465,0,27465,142730301000000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142730400300000,,Exempt,CITY PROPERTY,923,17TH AVE SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,,,0,0,0,0,0,0,142730400300000,SE 237,Residential,3000,13256,0,16256,142730400300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142730400400000,,Exempt,CITY PROPERTY,919,17TH AVE SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,,,0,0,0,0,0,0,142730400400000,SE 237,Residential,3000,26367,0,29367,142730400400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142730700300000,,Exempt,CITY PROPERTY,929,HULL AVE SE,CEDAR RAPIDS CITY OF,0.11,,,,,,,,,0,0,0,0,0,0,142730700300000,SE 237,Residential,3800,26316,0,30116,142730700300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142732701200000,,Exempt,CITY PROPERTY,1302,3RD ST SE,CEDAR RAPIDS CITY OF,0.096,,,,,,,,,0,0,0,0,0,0,142732701200000,SE 237,Residential,3000,21686,0,24686,142732701200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
